Destination;Dates;Price;Group;Period;Status;Regio;min_price
Seoul Incheon;['04.03.2020', '17.03.2020'];365,00 €;fernreisen;2020-03;07.10.2019;Asia;365,00 €
Seoul Incheon;['04.03.2020', '17.03.2020'];365,00 €;fernreisen;2020-03;09.10.2019;Asia;365,00 €
Shanghai Pudong;['10.12.2019', '18.12.2019'];387,00 €;fernreisen;2019-12;04.10.2019;Asia;362,00 €
Shanghai Pudong;['10.12.2019', '18.12.2019'];387,00 €;fernreisen;2019-12;05.10.2019;Asia;362,00 €
Shanghai Pudong;['12.03.2020', '24.03.2020'];362,00 €;fernreisen;2020-03;06.10.2019;Asia;362,00 €
Shanghai Pudong;['18.11.2019', '25.11.2019'];362,00 €;fernreisen;2019-11;07.10.2019;Asia;362,00 €
Shanghai Pudong;['12.03.2020', '24.03.2020'];362,00 €;fernreisen;2020-03;09.10.2019;Asia;362,00 €
Split;['22.08.2020', '29.08.2020'];125,00 €;warme-reiseziele;2020-08;07.10.2019;Europe;125,00 €
Split;['22.08.2020', '29.08.2020'];125,00 €;sommerferien;2020-08;07.10.2019;Europe;125,00 €
Stockholm Skavsta;['15.10.2019', '22.10.2019'];19,00 €;staedtereisen;2019-10;05.10.2019;Europe;19,00 €
Stockholm Skavsta;['15.10.2019', '22.10.2019'];19,00 €;last-minute;2019-10;05.10.2019;Europe;19,00 €
Stockholm Skavsta;['15.10.2019', '22.10.2019'];19,00 €;staedtereisen;2019-10;06.10.2019;Europe;19,00 €
Stockholm Skavsta;['15.10.2019', '22.10.2019'];19,00 €;last-minute;2019-10;06.10.2019;Europe;19,00 €
Taipei;['28.02.2020', '26.03.2020'];297,00 €;fernreisen;2020-02;04.10.2019;Asia;296,00 €
Taipei;['30.04.2020', '16.05.2020'];307,00 €;warme-reiseziele;2020-04;04.10.2019;Asia;296,00 €
Taipei;['27.01.2020', '23.02.2020'];296,00 €;fernreisen;2020-01;05.10.2019;Asia;296,00 €
Taipei;['30.04.2020', '16.05.2020'];307,00 €;warme-reiseziele;2020-04;05.10.2019;Asia;296,00 €
Taipei;['02.03.2020', '12.03.2020'];296,00 €;fernreisen;2020-03;06.10.2019;Asia;296,00 €
Taipei;['30.04.2020', '16.05.2020'];306,00 €;warme-reiseziele;2020-04;06.10.2019;Asia;296,00 €
Taipei;['03.02.2020', '16.02.2020'];296,00 €;fernreisen;2020-02;07.10.2019;Asia;296,00 €
Taipei;['08.05.2020', '19.05.2020'];306,00 €;warme-reiseziele;2020-05;07.10.2019;Asia;296,00 €
Taipei;['09.03.2020', '22.03.2020'];296,00 €;fernreisen;2020-03;09.10.2019;Asia;296,00 €
Taipei;['30.04.2020', '16.05.2020'];306,00 €;warme-reiseziele;2020-04;09.10.2019;Asia;296,00 €
Taipei Songshan;['24.02.2020', '05.03.2020'];313,00 €;fernreisen;2020-02;04.10.2019;Asia;313,00 €
Taipei Songshan;['24.02.2020', '05.03.2020'];315,00 €;fernreisen;2020-02;05.10.2019;Asia;313,00 €
Taipei Songshan;['24.02.2020', '05.03.2020'];315,00 €;fernreisen;2020-02;06.10.2019;Asia;313,00 €
Taipei Songshan;['24.02.2020', '05.03.2020'];313,00 €;fernreisen;2020-02;07.10.2019;Asia;313,00 €
Taipei Songshan;['24.02.2020', '05.03.2020'];313,00 €;fernreisen;2020-02;09.10.2019;Asia;313,00 €
Tampa;['12.11.2019', '20.11.2019'];317,00 €;fernreisen;2019-11;04.10.2019;USA;316,00 €
Tampa;['05.05.2020', '12.05.2020'];317,00 €;warme-reiseziele;2020-05;04.10.2019;USA;316,00 €
Tampa;['27.11.2019', '04.12.2019'];316,00 €;fernreisen;2019-11;05.10.2019;USA;316,00 €
Tampa;['29.10.2019', '06.11.2019'];316,00 €;warme-reiseziele;2019-10;05.10.2019;USA;316,00 €
Tampa;['12.11.2019', '20.11.2019'];316,00 €;fernreisen;2019-11;06.10.2019;USA;316,00 €
Tampa;['29.10.2019', '06.11.2019'];316,00 €;warme-reiseziele;2019-10;06.10.2019;USA;316,00 €
Tampa;['27.11.2019', '04.12.2019'];316,00 €;fernreisen;2019-11;07.10.2019;USA;316,00 €
Tampa;['05.05.2020', '12.05.2020'];316,00 €;warme-reiseziele;2020-05;07.10.2019;USA;316,00 €
Tampa;['31.10.2019', '06.11.2019'];316,00 €;fernreisen;2019-10;09.10.2019;USA;316,00 €
Tampa;['31.10.2019', '06.11.2019'];316,00 €;warme-reiseziele;2019-10;09.10.2019;USA;316,00 €
Taschkent;['05.08.2020', '24.08.2020'];442,00 €;sommerferien;2020-08;04.10.2019;Asia;442,00 €
Teneriffa Süd;['30.10.2019', '07.11.2019'];163,00 €;warme-reiseziele;2019-10;05.10.2019;Europe;163,00 €
Thessaloniki;['05.03.2020', '12.03.2020'];74,00 €;staedtereisen;2020-03;07.10.2019;Europe;71,00 €
Thessaloniki;['05.03.2020', '12.03.2020'];71,00 €;staedtereisen;2020-03;09.10.2019;Europe;71,00 €
Tivat;['19.10.2019', '26.10.2019'];173,00 €;last-minute;2019-10;05.10.2019;Europe;173,00 €
Tokio Haneda;['05.02.2020', '26.02.2020'];378,00 €;fernreisen;2020-02;04.10.2019;Asia;378,00 €
Tokio Haneda;['19.02.2020', '12.03.2020'];378,00 €;fernreisen;2020-02;05.10.2019;Asia;378,00 €
Tokio Haneda;['19.02.2020', '12.03.2020'];378,00 €;fernreisen;2020-02;06.10.2019;Asia;378,00 €
Tokio Haneda;['19.02.2020', '12.03.2020'];378,00 €;fernreisen;2020-02;07.10.2019;Asia;378,00 €
Tokio Haneda;['08.12.2019', '18.12.2019'];378,00 €;fernreisen;2019-12;09.10.2019;Asia;378,00 €
Tokio Narita;['04.12.2019', '11.12.2019'];377,00 €;fernreisen;2019-12;04.10.2019;Asia;377,00 €
Tokio Narita;['04.12.2019', '11.12.2019'];377,00 €;fernreisen;2019-12;05.10.2019;Asia;377,00 €
Tokio Narita;['01.12.2019', '14.12.2019'];377,00 €;fernreisen;2019-12;06.10.2019;Asia;377,00 €
Tokio Narita;['01.12.2019', '14.12.2019'];377,00 €;fernreisen;2019-12;07.10.2019;Asia;377,00 €
Tokio Narita;['06.12.2019', '13.12.2019'];377,00 €;fernreisen;2019-12;09.10.2019;Asia;377,00 €
Toronto;['17.03.2020', '26.03.2020'];284,00 €;fernreisen;2020-03;04.10.2019;Canada;283,00 €
Toronto;['03.02.2020', '19.02.2020'];283,00 €;fernreisen;2020-02;05.10.2019;Canada;283,00 €
Toronto;['24.11.2019', '30.11.2019'];283,00 €;fernreisen;2019-11;06.10.2019;Canada;283,00 €
Toronto;['24.11.2019', '29.11.2019'];283,00 €;fernreisen;2019-11;07.10.2019;Canada;283,00 €
Toronto;['24.11.2019', '29.11.2019'];283,00 €;fernreisen;2019-11;09.10.2019;Canada;283,00 €
Triest;['09.04.2020', '13.04.2020'];104,00 €;kurzurlaub;2020-04;07.10.2019;Europe;104,00 €
Triest;['09.04.2020', '13.04.2020'];104,00 €;kurzurlaub;2020-04;09.10.2019;Europe;104,00 €
Turin;['21.01.2020', '24.01.2020'];92,00 €;kurzurlaub;2020-01;07.10.2019;Europe;92,00 €
Turin;['21.01.2020', '24.01.2020'];92,00 €;kurzurlaub;2020-01;09.10.2019;Europe;92,00 €
Vancouver;['14.01.2020', '22.01.2020'];290,00 €;fernreisen;2020-01;04.10.2019;Canada;289,00 €
Vancouver;['14.01.2020', '22.01.2020'];289,00 €;fernreisen;2020-01;05.10.2019;Canada;289,00 €
Vancouver;['14.01.2020', '22.01.2020'];289,00 €;fernreisen;2020-01;06.10.2019;Canada;289,00 €
Vancouver;['14.01.2020', '22.01.2020'];289,00 €;fernreisen;2020-01;07.10.2019;Canada;289,00 €
Vancouver;['14.01.2020', '22.01.2020'];289,00 €;fernreisen;2020-01;09.10.2019;Canada;289,00 €
Venedig;['01.06.2020', '05.06.2020'];87,00 €;kurzurlaub;2020-06;04.10.2019;Europe;102,00 €
Venedig;['01.06.2020', '05.06.2020'];87,00 €;kurzurlaub;2020-06;05.10.2019;Europe;102,00 €
Venedig;['13.06.2020', '17.06.2020'];102,00 €;kurzurlaub;2020-06;07.10.2019;Europe;102,00 €
Venedig;['01.06.2020', '05.06.2020'];102,00 €;kurzurlaub;2020-06;09.10.2019;Europe;102,00 €
Washington DC;['31.10.2019', '06.11.2019'];350,00 €;fernreisen;2019-10;06.10.2019;USA;350,00 €
Washington DC National;['10.02.2020', '17.02.2020'];377,00 €;fernreisen;2020-02;06.10.2019;USA;377,00 €
Zadar;['12.10.2019', '19.10.2019'];19,00 €;staedtereisen;2019-10;04.10.2019;Europe;17,00 €
Zadar;['12.10.2019', '19.10.2019'];19,00 €;last-minute;2019-10;04.10.2019;Europe;17,00 €
Zadar;['12.10.2019', '19.10.2019'];19,00 €;staedtereisen;2019-10;05.10.2019;Europe;17,00 €
Zadar;['12.10.2019', '19.10.2019'];19,00 €;last-minute;2019-10;05.10.2019;Europe;17,00 €
Zadar;['12.10.2019', '26.10.2019'];17,00 €;staedtereisen;2019-10;06.10.2019;Europe;17,00 €
Zadar;['12.10.2019', '26.10.2019'];17,00 €;last-minute;2019-10;06.10.2019;Europe;17,00 €
