YAHOO TICKER,COMPANY NAME,INDUSTRY,COUNTRY TRADED,EXCHANGE
U96.SI,SEMBCorp Industries Ltd,Conglomerates,Singapore,Singapore Stock Exchange
SVW.AX,Seven Group Holdings Ltd,Conglomerates,Australia,Australian Stock Exchange
SVWPA.AX,Seven Group Holdings Ltd,Conglomerates,Australia,Australian Stock Exchange
SFQ.V,SFR Energy Ltd,Conglomerates,Canada,TSX Venture Exchange
SGBX,"SG Blocks, Inc.",Conglomerates,United States of America,
0242.HK,Shun Tak Holdings Ltd.,Conglomerates,Hong Kong,Hong Kong Stock Exchange
SLPC,Sichuan Leaders Petrochemical,Conglomerates,United States of America,
EAGL,Silver Eagle Acquisition Corp.,Conglomerates,United States of America,
SV-P.V,Sino Environ-Energy Tech Corp,Conglomerates,Canada,TSX Venture Exchange
SMAC,Sino Mercury Acquisition Corp.,Conglomerates,United States of America,
SMV-H.V,SMC Ventures Inc,Conglomerates,Canada,TSX Venture Exchange
COME.BA,Sociedad Comercial,Conglomerates,Argentina,Buenos Aires Stock Exchange
XEB.DE,Sojitz Corp,Conglomerates,Germany,XETRA Stock Exchange
SVS.V,Solarvest BioEnergy Inc,Conglomerates,Canada,TSX Venture Exchange
0252.HK,Southeast Asia Prop & Fin,Conglomerates,Hong Kong,Hong Kong Stock Exchange
SPT6.DE,Sparta AG,Conglomerates,Germany,XETRA Stock Exchange
SPZR,Spatializer Audio Laboratories,Conglomerates,United States of America,
INI-P.V,Spearmint Resources Inc,Conglomerates,Canada,TSX Venture Exchange
OR.TO,Standard Graphite Corp,Conglomerates,Canada,Toronto Stock Exchange
MLHOP.PA,Ste de Participations,Conglomerates,France,Paris Stock Exchange
SST.AX,Steamships Trading Co Ltd,Conglomerates,Australia,Australian Stock Exchange
SPLP,Steel Partners Holdings L.P,Conglomerates,United States of America,
LAX.PA,Stelax Industries Ltd,Conglomerates,France,Paris Stock Exchange
SGNI,"StemGen, Inc.",Conglomerates,United States of America,
DNN.DE,Strategic Investments A/S,Conglomerates,Germany,XETRA Stock Exchange
MNN-P.V,Strike Graphite Corp,Conglomerates,Canada,TSX Venture Exchange
SHGT,Success Holding Group Internat,Conglomerates,United States of America,
SUMA.DE,Sumitomo Corp,Conglomerates,Germany,XETRA Stock Exchange
WELLWORT.BO,Sun Techno Overseas Ltd,Conglomerates,India,Bombay Stock Exchange
SGMZ,SunGame Corporation,Conglomerates,United States of America,
NMR-P.V,Sunset Cove Mining Inc,Conglomerates,Canada,TSX Venture Exchange
0019.HK,Swire Pacific Ltd.,Conglomerates,Hong Kong,Hong Kong Stock Exchange
0087.HK,Swire Pacific Ltd.,Conglomerates,Hong Kong,Hong Kong Stock Exchange
ZROTAMCO.BO,Sword-Edge Commercials Ltd,Conglomerates,India,Bombay Stock Exchange
TAJ-P.V,Tajiri Resources Corp,Conglomerates,Canada,TSX Venture Exchange
TECD.L,TECO Electric & Machinery Co,Conglomerates,United Kingdom,London Stock Exchange
TEXF.BR,Texaf,Conglomerates,United States of America,
TXSO,"Texas South Energy, Inc.",Conglomerates,United States of America,
MLTHA.PA,Thannberger Et CompAGnie,Conglomerates,France,Paris Stock Exchange
TSTS,"That Marketing Solution, Inc.",Conglomerates,United States of America,
MJMJ,"The MaryJane Group, Inc.",Conglomerates,United States of America,
NYVU.DE,Thoresen Thai Agencies,Conglomerates,Germany,XETRA Stock Exchange
CIA-H.V,Top Strike Resources Corp,Conglomerates,Canada,TSX Venture Exchange
TPLPLAST.BO,TPL Plastech Ltd,Conglomerates,India,Bombay Stock Exchange
TBLZ,"Trailblazer Resources, Inc.",Conglomerates,United States of America,
MLTRA.PA,Tramways de Rouen SA,Conglomerates,France,Paris Stock Exchange
TRANSCHE.BO,Transchem Ltd,Conglomerates,India,Bombay Stock Exchange
TIA.V,Triangle Industries Ltd,Conglomerates,Canada,TSX Venture Exchange
ALTRI.PA,Trilogiq SA,Conglomerates,France,Paris Stock Exchange
TRS.NZ,TRS Investments Ltd,Conglomerates,New Zeland,New Zealand Stock Exchange
0247.HK,Tsim Sha Tsui Properties Ltd.,Conglomerates,Hong Kong,Hong Kong Stock Exchange
UTMR,"Ultimate Rack, Inc.",Conglomerates,United States of America,
UMAX,Umax Group Corp.,Conglomerates,United States of America,
UMAX,Umax Group Corp.,Conglomerates,United States of America,
C3T.SI,Uni-Asia Holdings Ltd,Conglomerates,Singapore,Singapore Stock Exchange
U04.SI,United Engineers Ltd,Conglomerates,Singapore,Singapore Stock Exchange
UNIVPRIM.BO,Universal Prime Aluminium Ltd,Conglomerates,India,Bombay Stock Exchange
1026.HK,Universal Technologies,Conglomerates,Hong Kong,Hong Kong Stock Exchange
UWII,Unwall International Inc.,Conglomerates,United States of America,
UWII,Unwall International Inc.,Conglomerates,United States of America,
USGT,USA Graphite Inc.,Conglomerates,United States of America,
ZMDC,USA Zhimingde International Gr,Conglomerates,United States of America,
ZMDC,USA Zhimingde International Gr,Conglomerates,United States of America,
ARMS.L,Vallar PLc,Conglomerates,United Kingdom,London Stock Exchange
YVI.MI,Valore Italia Holding,Conglomerates,Italy,Milan Stock Exchange
VNTH,Vantage Health Inc.,Conglomerates,United States of America,
VNTH,"Vantage Health, Inc.",Conglomerates,United States of America,
VAPIPPR.BO,Vapi Enterprise Ltd,Conglomerates,India,Bombay Stock Exchange
VARDHCH.BO,Vardhman Laboratories Ltd,Conglomerates,India,Bombay Stock Exchange
VELCP.AX,Vealls Ltd,Conglomerates,Australia,Australian Stock Exchange
VELIN.AX,Vealls Ltd,Conglomerates,Australia,Australian Stock Exchange
VCMG,"Veracity Management Global, In",Conglomerates,United States of America,
VRZ.V,Veraz Petroleum Ltd,Conglomerates,Canada,TSX Venture Exchange
VSVS.L,Vesuvius PLC,Conglomerates,United Kingdom,London Stock Exchange
VOPA,"Vopia, Inc.",Conglomerates,United States of America,
SOL.AX,Washington H Soul,Conglomerates,Australia,Australian Stock Exchange
RKB.DE,Webac Holding AG,Conglomerates,Germany,XETRA Stock Exchange
WSGP,Western Graphite Inc.,Conglomerates,United States of America,
WLRH,WL Ross Holding Corp.,Conglomerates,United States of America,
XNRG,"Xun Energy, Inc.",Conglomerates,United States of America,
YPPN,Yappn Corp.,Conglomerates,United States of America,
YOW.AX,Yowie Group Ltd,Conglomerates,Australia,Australian Stock Exchange
1191.HK,Yueshou Environmental,Conglomerates,Hong Kong,Hong Kong Stock Exchange
YTC-P.V,Yuntone Capital Corp,Conglomerates,Canada,TSX Venture Exchange
1VS.DE,Zavarco PLC,Conglomerates,Germany,XETRA Stock Exchange
ZENO,"Zenosense, Inc.",Conglomerates,United States of America,
ZOO-H.V,Zoolander Corp,Conglomerates,Canada,TSX Venture Exchange
DPSM,"3D Pioneer Systems, Inc.",Conglomerates,United States of America,
3MINDIA.NS,3M India Ltd,Conglomerates,India,National Stock Exchange of India
523395.BO,3M India Ltd,Conglomerates,India,Bombay Stock Exchange
NRV-P.V,3MV Energy Inc,Conglomerates,Canada,TSX Venture Exchange
FNSI,4net Software Inc.,Conglomerates,United States of America,
AVRN,Avra Inc.,Appliances,United States of America,
IRBT,iRobot Corporation,Appliances,United States of America,
WHR,Whirlpool Corp.,Appliances,United States of America,
ASHOKLEY.BO,Ashok Leyland,Auto Manufacturers - Major,India,Bombay Stock Exchange
ASHOKLEY.NS,Ashok Leyland,Auto Manufacturers - Major,India,National Stock Exchange of India
ATULAUTO.BO,Atul Auto Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
NSU.DE,Audi AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
2357.HK,AviChina Industry,Auto Manufacturers - Major,Hong Kong,Hong Kong Stock Exchange
BAJAJ-AUT.NS,Bajaj Auto Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
BAJAJAUT.BO,Bajaj Auto Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
BMW.DE,Bayerische Motoren Werke AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
BMW.MI,Bayerische Motoren Werke AG,Auto Manufacturers - Major,Italy,Milan Stock Exchange
BMW3.DE,Bayerische Motoren Werke AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
BMWA.DE,Bayerische Motoren Werke AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
CBA.DE,Brilliance China,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
BY6.DE,BYD Co Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
BY6A.DE,BYD Co Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
1211.HK,"BYD Co., Ltd.",Auto Manufacturers - Major,Hong Kong,Hong Kong Stock Exchange
DMO.DE,"Daihatsu Motor Co., Ltd.",Auto Manufacturers - Major,Germany,XETRA Stock Exchange
DAI.DE,Daimler AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
DAI.MI,Daimler AG,Auto Manufacturers - Major,Italy,Milan Stock Exchange
DAIC.DE,Daimler AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
DAIN.MX,Daimler AG,Auto Manufacturers - Major,Mexico,Mexico Stock Exchange
D4D.DE,Dongfeng Motor Group Co Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
EICHERMOT.BO,Eicher Motors Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
EICHERMOT.NS,Eicher Motors Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
ELCR,"Electric Car Company, Inc.",Auto Manufacturers - Major,United States of America,
MLEMG.PA,EON MOTORS GROUP SACA,Auto Manufacturers - Major,France,Paris Stock Exchange
FCA.MI,Fiat Chrysler Automobiles NV,Auto Manufacturers - Major,Italy,Milan Stock Exchange
FORCEMOT.BO,Force Motors Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
F.MX,Ford Motor Co,Auto Manufacturers - Major,Mexico,Mexico Stock Exchange
FDM.L,Ford Motor Co,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
FDMO34.SA,Ford Motor Co,Auto Manufacturers - Major,Brazil,BOVESPA - Sao Paolo Stock Exchange
FMC1.DE,Ford Motor Co,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
FORDP.PA,Ford Motor Co,Auto Manufacturers - Major,France,Paris Stock Exchange
F,Ford Motor Co.,Auto Manufacturers - Major,United States of America,
FUH.DE,Fuji Heavy Industries Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
MLGAU.PA,Gaussin SA,Auto Manufacturers - Major,France,Paris Stock Exchange
GRU.DE,Geely Automobile Holdings Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
GRUA.DE,Geely Automobile Holdings Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
0175.HK,Geely Automobile Holdings Ltd.,Auto Manufacturers - Major,Hong Kong,Hong Kong Stock Exchange
GM,General Motors Company,Auto Manufacturers - Major,United States of America,
BUS.V,Grande West,Auto Manufacturers - Major,Canada,TSX Venture Exchange
GRV.DE,Great Wall Motor Co Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
2333.HK,"Great Wall Motor Co., Ltd.",Auto Manufacturers - Major,Hong Kong,Hong Kong Stock Exchange
GPV.V,GreenPower Motor Company Inc,Auto Manufacturers - Major,Canada,TSX Venture Exchange
HEROHONDA.BO,Hero MotoCorp Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
HEROHONDA.NS,Hero MotoCorp Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
HINDMOTOR.BO,Hindustan Motors Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
HINDMOTOR.NS,Hindustan Motors Ltd.,Auto Manufacturers - Major,India,National Stock Exchange of India
HMO.DE,Hino Motors,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
HDM.DE,Honda Motor Co Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
HDMA.DE,Honda Motor Co Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
HMCN.MX,Honda Motor Co Ltd,Auto Manufacturers - Major,Mexico,Mexico Stock Exchange
HMC,"Honda Motor Co., Ltd.",Auto Manufacturers - Major,United States of America,
HYU.DE,Hyundai Motor Co,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
HYUD.L,Hyundai Motor Co,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
HYUO.L,Hyundai Motor Co,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
IMS.MI,Immsi,Auto Manufacturers - Major,Italy,Milan Stock Exchange
ISU.DE,Isuzu Motors Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
C07.SI,Jardine Cycle & Carriage Ltd,Auto Manufacturers - Major,Singapore,Singapore Stock Exchange
CYC.DE,Jardine Cycle & Carriage Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
KNDI,"Kandi Technolgies Group, Inc.",Auto Manufacturers - Major,United States of America,
K8A.DE,Kandi Technologies Group Inc,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
LML.BO,LML Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
LML.NS,LML Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
MHID.L,Mahindra & Mahindra Ltd,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
MNM.BO,Mahindra & Mahindra Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
MOM.DE,Mahindra & Mahindra Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
BAUH524.SA,Marcopolo SA,Auto Manufacturers - Major,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH525.SA,Marcopolo SA,Auto Manufacturers - Major,Brazil,BOVESPA - Sao Paolo Stock Exchange
MARUTI.BO,Maruti Suzuki India Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
MARUTI.NS,Maruti Suzuki India Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
MZA.DE,Mazda Motor Corp,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
MMO.DE,Mitsubishi Motors Corp,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
NFI.TO,New Flyer Industries Inc,Auto Manufacturers - Major,Canada,Toronto Stock Exchange
NISA.DE,Nissan Motor,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
OPE.L,Optare PLC,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
F13.DE,ORH Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
ORH.AX,ORH Ltd,Auto Manufacturers - Major,Australia,Australian Stock Exchange
PEU.DE,Peugeot,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
UG.PA,Peugeot,Auto Manufacturers - Major,France,Paris Stock Exchange
MLPGO.PA,PGO Automobiles,Auto Manufacturers - Major,France,Paris Stock Exchange
PINF.MI,Pininfarina Spa,Auto Manufacturers - Major,Italy,Milan Stock Exchange
PAH3.DE,Porsche Automobil Holding SE,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
BAZA546.SA,Randon Implementos,Auto Manufacturers - Major,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA547.SA,Randon Implementos,Auto Manufacturers - Major,Brazil,BOVESPA - Sao Paolo Stock Exchange
RNL.DE,Renault SA,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
RNO.MI,Renault SA,Auto Manufacturers - Major,Italy,Milan Stock Exchange
RNO.PA,Renault SA,Auto Manufacturers - Major,France,Paris Stock Exchange
SLNN,"Saleen Automotive, Inc.",Auto Manufacturers - Major,United States of America,
SCOOTER.BO,Scooters India Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
SWARAJMAZ.NS,SML Isuzu Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
SWARAJMAZD.BO,SML Isuzu Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
A9S.DE,SORL Auto Parts Inc,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
SORL,"SORL Auto Parts, Inc.",Auto Manufacturers - Major,United States of America,
SUK.DE,Suzuki Motor Corp,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
0693.HK,Tan Chong International Ltd.,Auto Manufacturers - Major,Hong Kong,Hong Kong Stock Exchange
TTM,Tata Motors Limited,Auto Manufacturers - Major,United States of America,
TATB.DE,Tata Motors Ltd,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
TATAMOTOR.NS,"Tata Motors, Ltd.",Auto Manufacturers - Major,India,National Stock Exchange of India
TATAMOTORS.BO,"Tata Motors, Ltd.",Auto Manufacturers - Major,India,Bombay Stock Exchange
TL0.DE,Tesla Motors Inc,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
TSLA,"Tesla Motors, Inc.",Auto Manufacturers - Major,United States of America,
TAH.DE,Toyota Industries Corporation,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
TMN.MX,Toyota Motor Corp,Auto Manufacturers - Major,Mexico,Mexico Stock Exchange
TOM.DE,Toyota Motor Corp,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
TOMA.DE,Toyota Motor Corp,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
TYT.L,Toyota Motor Corp,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
TM,Toyota Motor Corporation,Auto Manufacturers - Major,United States of America,
TVSMOTOR.BO,TVS Motor Co Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
TVSMOTOR.NS,TVS Motor Co Ltd,Auto Manufacturers - Major,India,National Stock Exchange of India
VCCLLTD.BO,VCCL Ltd,Auto Manufacturers - Major,India,Bombay Stock Exchange
50IT.L,Volkswagen AG,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
VKW.L,Volkswagen AG,Auto Manufacturers - Major,United Kingdom,London Stock Exchange
VOW.DE,Volkswagen AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
VOW3.DE,Volkswagen AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
VOW4.DE,Volkswagen AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
VOW5.DE,Volkswagen AG,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
VRDT,VRDT Corporation,Auto Manufacturers - Major,United States of America,
0305.HK,Wuling Motors Holdings Ltd,Auto Manufacturers - Major,Hong Kong,Hong Kong Stock Exchange
YMA.DE,"Yamaha Motor Co., Ltd.",Auto Manufacturers - Major,Germany,XETRA Stock Exchange
ZAAP,ZAP,Auto Manufacturers - Major,United States of America,
ZM7.DE,Zenn Motor Co Inc,Auto Manufacturers - Major,Germany,XETRA Stock Exchange
ZNN.V,Zenn Motor Co Inc,Auto Manufacturers - Major,Canada,TSX Venture Exchange
ACW,Accuride Corp.,Auto Parts,United States of America,
A01.SI,Acma Ltd,Auto Parts,Singapore,Singapore Stock Exchange
AAX.DE,Acma Ltd,Auto Parts,Germany,XETRA Stock Exchange
ABV.AX,Advanced Braking Technolo,Auto Parts,Australia,Australian Stock Exchange
AKN.DE,"Aisin Seiki Co., Ltd.",Auto Parts,Germany,XETRA Stock Exchange
ALSN,"Allison Transmission Holdings,",Auto Parts,United States of America,
AE2.DE,Alpine Electronics Inc,Auto Parts,Germany,XETRA Stock Exchange
AMA.AX,AMA Group Ltd,Auto Parts,Australia,Australian Stock Exchange
AXL,American Axle & Manufacturing,Auto Parts,United States of America,
AYA.DE,American Axle & Mfg,Auto Parts,Germany,XETRA Stock Exchange
AMFORG.BO,Amforge Industries Ltd,Auto Parts,India,Bombay Stock Exchange
AMTEKAUTO.BO,Amtek Auto Ltd,Auto Parts,India,Bombay Stock Exchange
AMTEKAUTO.NS,Amtek Auto Ltd,Auto Parts,India,National Stock Exchange of India
AMTEKIN.BO,Amtek India Ltd,Auto Parts,India,Bombay Stock Exchange
AMTEKINDI.NS,Amtek India Ltd,Auto Parts,India,National Stock Exchange of India
ANGAUTO.BO,ANG Industries Ltd,Auto Parts,India,Bombay Stock Exchange
ANGIND.NS,ANG Industries Ltd,Auto Parts,India,National Stock Exchange of India
ARTET.PA,Artea SA,Auto Parts,France,Paris Stock Exchange
MEDE.PA,Artea SA,Auto Parts,France,Paris Stock Exchange
ASAHI.BO,Asahi India Glass Ltd,Auto Parts,India,Bombay Stock Exchange
ASAHIINDI.NS,Asahi India Glass Ltd,Auto Parts,India,National Stock Exchange of India
ASJ.DE,Astra International Tbk,Auto Parts,Germany,XETRA Stock Exchange
AUTOIND.BO,Autoline Industries Ltd,Auto Parts,India,Bombay Stock Exchange
AUTOIND.NS,Autoline Industries Ltd,Auto Parts,India,National Stock Exchange of India
AUTOLITE.BO,Autolite (India) Ltd,Auto Parts,India,Bombay Stock Exchange
AUTOLITIND.NS,Autolite (India) Ltd,Auto Parts,India,National Stock Exchange of India
LIV.DE,Autoliv Inc,Auto Parts,Germany,XETRA Stock Exchange
LIVS.DE,Autoliv Inc,Auto Parts,Germany,XETRA Stock Exchange
ALV,"Autoliv, Inc.",Auto Parts,United States of America,
ACGL.BO,Automobile Corp of GOA Ltd,Auto Parts,India,Bombay Stock Exchange
AM.TO,Automodular Corp,Auto Parts,Canada,Toronto Stock Exchange
AUTOAXLES.BO,Automotive Axles Ltd,Auto Parts,India,Bombay Stock Exchange
AUTOAXLES.NS,Automotive Axles Ltd,Auto Parts,India,National Stock Exchange of India
ASAL.BO,Automotive Stampings,Auto Parts,India,Bombay Stock Exchange
ASAL.NS,Automotive Stampings,Auto Parts,India,National Stock Exchange of India
ATAR,Avatar Ventures Corp.,Auto Parts,United States of America,
BANCO.BO,Banco Products India Ltd,Auto Parts,India,Bombay Stock Exchange
BANCOINDI.NS,Banco Products India Ltd,Auto Parts,India,National Stock Exchange of India
BKS3.DE,BBS Kraftfahrzeugtechnik AG,Auto Parts,Germany,XETRA Stock Exchange
BDT.DE,Bertrandt AG,Auto Parts,Germany,XETRA Stock Exchange
BHARATFOR.NS,Bharat Forge Ltd,Auto Parts,India,National Stock Exchange of India
BHARATFORG.BO,Bharat Forge Ltd,Auto Parts,India,Bombay Stock Exchange
BHARATGE.BO,Bharat Gears Ltd,Auto Parts,India,Bombay Stock Exchange
BHARATGEA.NS,Bharat Gears Ltd,Auto Parts,India,National Stock Exchange of India
BHARATSE.BO,Bharat Seats Ltd,Auto Parts,India,Bombay Stock Exchange
BIMETAL.BO,Bimetal Bearings Ltd,Auto Parts,India,Bombay Stock Exchange
BIMETAL.NS,Bimetal Bearings Ltd,Auto Parts,India,National Stock Exchange of India
BGW.DE,BorgWarner Inc,Auto Parts,Germany,XETRA Stock Exchange
BWA,BorgWarner Inc.,Auto Parts,United States of America,
BOSCHL.BO,Bosch Ltd,Auto Parts,India,Bombay Stock Exchange
BOSCHLTD.NS,Bosch Ltd,Auto Parts,India,National Stock Exchange of India
BRAKAUT.BO,Brakes Auto (India) Ltd,Auto Parts,India,Bombay Stock Exchange
BRE.MI,Brembo,Auto Parts,Italy,Milan Stock Exchange
BUR.PA,Burelle,Auto Parts,France,Paris Stock Exchange
T42.SI,China Auto Electronics Gr,Auto Parts,Singapore,Singapore Stock Exchange
RYV.DE,China Automotive Systems Inc,Auto Parts,Germany,XETRA Stock Exchange
CAAS,China Automotive Systems Inc.,Auto Parts,United States of America,
GU5.SI,China Kunda Technology,Auto Parts,Singapore,Singapore Stock Exchange
E94.SI,China Wheel Holdings Ltd,Auto Parts,Singapore,Singapore Stock Exchange
ZX,China Zenix Auto International,Auto Parts,United States of America,
2722.HK,Chongqing Machin & Electr,Auto Parts,Hong Kong,Hong Kong Stock Exchange
CAP.L,Clean Air Power Ltd,Auto Parts,United Kingdom,London Stock Exchange
CLUTCH.BO,Clutch Auto Ltd,Auto Parts,India,Bombay Stock Exchange
CLUTCHAUT.NS,Clutch Auto Ltd,Auto Parts,India,National Stock Exchange of India
COTE,Coates International Ltd.,Auto Parts,United States of America,
CON.DE,Continental AG,Auto Parts,Germany,XETRA Stock Exchange
CPS,Cooper-Standard Holdings Inc.,Auto Parts,United States of America,
DAN,Dana Holding Corporation,Auto Parts,United States of America,
DDT.AX,DataDot Technology Ltd,Auto Parts,Australia,Australian Stock Exchange
DELF.PA,Delfingen Industry,Auto Parts,France,Paris Stock Exchange
DLPH,Delphi Automotive PLC,Auto Parts,United States of America,
DNO.DE,Denso Corp,Auto Parts,Germany,XETRA Stock Exchange
BAUH189.SA,DHB Industria e Comercio SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA189.SA,DHB Industria e Comercio SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
0489.HK,Dongfeng Motor Group Co Ltd,Auto Parts,Hong Kong,Hong Kong Stock Exchange
DORM,"Dorman Products, Inc.",Auto Parts,United States of America,
5D4.DE,Douglas Dynamics Inc,Auto Parts,Germany,XETRA Stock Exchange
PLOW,"Douglas Dynamics, Inc.",Auto Parts,United States of America,
MLDYN.PA,Dynafond SA,Auto Parts,France,Paris Stock Exchange
DYNAMATE.BO,Dynamatic Technologies Ltd,Auto Parts,India,Bombay Stock Exchange
DYNAMATEC.NS,Dynamatic Technologies Ltd,Auto Parts,India,National Stock Exchange of India
ECAU,Echo Automotive Inc.,Auto Parts,United States of America,
KPI-H.V,Edgewater Wireless Systems Inc,Auto Parts,Canada,TSX Venture Exchange
ZIL2.DE,ElringKlinger AG,Auto Parts,Germany,XETRA Stock Exchange
ENPT,"Enerpulse Technologies, Inc.",Auto Parts,United States of America,
ENV.L,Enova Systems Inc,Auto Parts,United Kingdom,London Stock Exchange
ENVS.L,Enova Systems Inc,Auto Parts,United Kingdom,London Stock Exchange
XTC.TO,Exco Technologies Ltd,Auto Parts,Canada,Toronto Stock Exchange
EXIDEIND.BO,Exide Industries Ltd,Auto Parts,India,Bombay Stock Exchange
EXIDEIND.NS,Exide Industries Ltd,Auto Parts,India,National Stock Exchange of India
FCV.DE,"F.C.C.CO., Ltd.",Auto Parts,Germany,XETRA Stock Exchange
EO.PA,Faurecia,Auto Parts,France,Paris Stock Exchange
FAU.DE,Faurecia,Auto Parts,Germany,XETRA Stock Exchange
FEDMOGGOE.BO,Federal-Mogul Goetze,Auto Parts,India,Bombay Stock Exchange
FMGOETZE.NS,Federal-Mogul Goetze,Auto Parts,India,National Stock Exchange of India
FDML,Federal-Mogul Holdings Corpora,Auto Parts,United States of America,
FIEMIND.BO,FIEM Industries Ltd,Auto Parts,India,Bombay Stock Exchange
FIEMIND.NS,FIEM Industries Ltd,Auto Parts,India,National Stock Exchange of India
BAZA270.SA,Fras-le SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
FDOC,"Fuel Doctor Holdings, Inc.",Auto Parts,United States of America,
IT2A.DE,Fuel Systems Solutions Inc,Auto Parts,Germany,XETRA Stock Exchange
FSYS,"Fuel Systems Solutions, Inc.",Auto Parts,United States of America,
GSAUTO.BO,G S Auto International Ltd,Auto Parts,India,Bombay Stock Exchange
GABRIEL.BO,Gabriel India Ltd,Auto Parts,India,Bombay Stock Exchange
GABRIEL.NS,Gabriel India Ltd,Auto Parts,India,National Stock Exchange of India
GAJRA.BO,Gajra Bevel Gears Ltd,Auto Parts,India,Bombay Stock Exchange
GTX.DE,Gentex Corp,Auto Parts,Germany,XETRA Stock Exchange
GNTX,Gentex Corp.,Auto Parts,United States of America,
QA4A.DE,Gentherm Inc,Auto Parts,Germany,XETRA Stock Exchange
THRM,Gentherm Incorporated,Auto Parts,United States of America,
GKN.DE,GKN PLC,Auto Parts,Germany,XETRA Stock Exchange
GKN.L,GKN PLC,Auto Parts,United Kingdom,London Stock Exchange
GKWLIMITE.NS,GKW Ltd,Auto Parts,India,National Stock Exchange of India
GMM.DE,Grammer AG,Auto Parts,Germany,XETRA Stock Exchange
2238.HK,Guangzhou Automobile,Auto Parts,Hong Kong,Hong Kong Stock Exchange
