YAHOO TICKER,COMPANY NAME,INDUSTRY,COUNTRY TRADED,EXCHANGE
PGR,Progressive Corp.,Property & Casualty Insurance,United States of America,
QBE.AX,QBE Insurance Group Ltd,Property & Casualty Insurance,Australia,Australian Stock Exchange
QBE.DE,QBE Insurance Group Ltd,Property & Casualty Insurance,Germany,XETRA Stock Exchange
RDN,Radian Group Inc.,Property & Casualty Insurance,United States of America,
RGPB.DE,Reinsurance Group,Property & Casualty Insurance,Germany,XETRA Stock Exchange
RRJ.DE,RenaissanceRe Holdings Ltd,Property & Casualty Insurance,Germany,XETRA Stock Exchange
RNR,RenaissanceRe Holdings Ltd.,Property & Casualty Insurance,United States of America,
RLI,RLI Corp.,Property & Casualty Insurance,United States of America,
RSA.L,RSA Insurance Group PLC,Property & Casualty Insurance,United Kingdom,London Stock Exchange
SUA1.DE,RSA Insurance Group PLC,Property & Casualty Insurance,Germany,XETRA Stock Exchange
SFN.DE,Safety Insurance Group Inc,Property & Casualty Insurance,Germany,XETRA Stock Exchange
SAFT,Safety Insurance Group Inc.,Property & Casualty Insurance,United States of America,
SAGA.L,Saga PLC,Property & Casualty Insurance,United Kingdom,London Stock Exchange
SFI.L,Sagicor Financial Corp,Property & Casualty Insurance,United Kingdom,London Stock Exchange
SMPA.DE,Sampo Oyj,Property & Casualty Insurance,Germany,XETRA Stock Exchange
SCR.PA,SCOR SE,Property & Casualty Insurance,France,Paris Stock Exchange
SDRC.DE,SCOR SE,Property & Casualty Insurance,Germany,XETRA Stock Exchange
SIGI,Selective Insurance Group Inc.,Property & Casualty Insurance,United States of America,
S49.SI,Singapore Reinsurance Corp Ltd,Property & Casualty Insurance,Singapore,Singapore Stock Exchange
ANK.DE,Sompo Japan Nipponkoa,Property & Casualty Insurance,Germany,XETRA Stock Exchange
3SY.DE,Sony Financial Holdings Inc.,Property & Casualty Insurance,Germany,XETRA Stock Exchange
STFC,State Auto Financial Corp.,Property & Casualty Insurance,United States of America,
SNC,"State National Companies, Inc.",Property & Casualty Insurance,United States of America,
STC,Stewart Information Services C,Property & Casualty Insurance,United States of America,
BAUH636.SA,Sul America SA,Property & Casualty Insurance,Brazil,BOVESPA - Sao Paolo Stock Exchange
LIE.DE,Sun Life Financial Inc,Property & Casualty Insurance,Germany,XETRA Stock Exchange
SLF-PC.TO,Sun Life Financial Inc,Property & Casualty Insurance,Canada,Toronto Stock Exchange
SLF-PD.TO,Sun Life Financial Inc,Property & Casualty Insurance,Canada,Toronto Stock Exchange
SLF-PE.TO,Sun Life Financial Inc,Property & Casualty Insurance,Canada,Toronto Stock Exchange
SLF-PG.TO,Sun Life Financial Inc,Property & Casualty Insurance,Canada,Toronto Stock Exchange
SLF.TO,Sun Life Financial Inc,Property & Casualty Insurance,Canada,Toronto Stock Exchange
SLF,Sun Life Financial Inc.,Property & Casualty Insurance,United States of America,
SUN.AX,Suncorp Group Ltd,Property & Casualty Insurance,Australia,Australian Stock Exchange
SUNPC.AX,Suncorp Group Ltd,Property & Casualty Insurance,Australia,Australian Stock Exchange
SUNPE.AX,Suncorp Group Ltd,Property & Casualty Insurance,Australia,Australian Stock Exchange
SLW.DE,Swiss Life Holding AG,Property & Casualty Insurance,Germany,XETRA Stock Exchange
SR9.DE,Swiss Re AG,Property & Casualty Insurance,Germany,XETRA Stock Exchange
TLX.DE,Talanx AG,Property & Casualty Insurance,Germany,XETRA Stock Exchange
ALL,The Allstate Corporation,Property & Casualty Insurance,United States of America,
CB,The Chubb Corporation,Property & Casualty Insurance,United States of America,
THG,"The Hanover Insurance Group, I",Property & Casualty Insurance,United States of America,
HIG,The Hartford Financial Service,Property & Casualty Insurance,United States of America,
TRV,"The Travelers Companies, Inc.",Property & Casualty Insurance,United States of America,
TPRE,Third Point Reinsurance Ltd.,Property & Casualty Insurance,United States of America,
TIL.V,Till Capital Ltd,Property & Casualty Insurance,Canada,TSX Venture Exchange
MH6.DE,Tokio Marine Holdings Inc,Property & Casualty Insurance,Germany,XETRA Stock Exchange
TWR.AX,Tower Limited,Property & Casualty Insurance,Australia,Australian Stock Exchange
TWR.NZ,Tower Limited,Property & Casualty Insurance,New Zeland,New Zealand Stock Exchange
PA9.DE,Travelers Companies Inc,Property & Casualty Insurance,Germany,XETRA Stock Exchange
TRV.MX,Travelers Companies Inc,Property & Casualty Insurance,Mexico,Mexico Stock Exchange
TRVV.BA,Travelers Companies Inc,Property & Casualty Insurance,Argentina,Buenos Aires Stock Exchange
T2V.DE,Tryg AS,Property & Casualty Insurance,Germany,XETRA Stock Exchange
UNAM,Unico American Corp.,Property & Casualty Insurance,United States of America,
UNI.MI,Unipol Gruppo Finanziario Spa,Property & Casualty Insurance,Italy,Milan Stock Exchange
UNIP.MI,Unipol Gruppo Finanziario Spa,Property & Casualty Insurance,Italy,Milan Stock Exchange
US.MI,UnipolSai SPA,Property & Casualty Insurance,Italy,Milan Stock Exchange
USRA.MI,UnipolSai SPA,Property & Casualty Insurance,Italy,Milan Stock Exchange
USRB.MI,UnipolSai SPA,Property & Casualty Insurance,Italy,Milan Stock Exchange
UFCS,"United Fire Group, Inc",Property & Casualty Insurance,United States of America,
UIHC,United Insurance Holdings Corp,Property & Casualty Insurance,United States of America,
IZB.DE,United Overseas Insurance Ltd,Property & Casualty Insurance,Germany,XETRA Stock Exchange
U13.SI,United Overseas Insurance Ltd,Property & Casualty Insurance,Singapore,Singapore Stock Exchange
UVE,Universal Insurance Holdings I,Property & Casualty Insurance,United States of America,
32V.DE,Validus Holdings Inc,Property & Casualty Insurance,Germany,XETRA Stock Exchange
VR,"Validus Holdings, Ltd.",Property & Casualty Insurance,United States of America,
WSV2.DE,Vienna Insurance Group AG,Property & Casualty Insurance,Germany,XETRA Stock Exchange
VAS.MI,Vittoria Assicurazioni,Property & Casualty Insurance,Italy,Milan Stock Exchange
WRB,W.R. Berkley Corporation,Property & Casualty Insurance,United States of America,
WED.V,Westaim Corporation,Property & Casualty Insurance,Canada,TSX Venture Exchange
WTM,White Mountains Insurance Grou,Property & Casualty Insurance,United States of America,
WR1.DE,WR Berkley Corp,Property & Casualty Insurance,Germany,XETRA Stock Exchange
XL,XL Group plc,Property & Casualty Insurance,United States of America,
XLG.DE,XL Group PLC,Property & Casualty Insurance,Germany,XETRA Stock Exchange
ZFIN.DE,Zurich Insurance Group AG,Property & Casualty Insurance,Germany,XETRA Stock Exchange
ZFI1.DE,Zurich Insurance Group AG Ltd,Property & Casualty Insurance,Germany,XETRA Stock Exchange
PIH,1347 Property Insurance Holdin,Property & Casualty Insurance,United States of America,
IPW.DE,Infinity Property and Cas,Property & Casualty Insurance,Germany,XETRA Stock Exchange
IPCC,Infinity Property and Casualty,Property & Casualty Insurance,United States of America,
AKR,Acadia Realty Trust,Property Management,United States of America,
AKR.V,Acadia Realty Trust,Property Management,Canada,TSX Venture Exchange
ACCB.BR,Accentis,Property Management,United States of America,
ADL.DE,Adler Real Estate AG,Property Management,Germany,XETRA Stock Exchange
ALADO.PA,Adomos SA,Property Management,France,Paris Stock Exchange
CANN,"Advanced Cannabis Solutions, I",Property Management,United States of America,
CARE.L,Advanced Oncotherapy PLC,Property Management,United Kingdom,London Stock Exchange
AOXY,Advanced Oxygen Technologies I,Property Management,United States of America,
ADC,Agree Realty Corp.,Property Management,United States of America,
AJMERA.BO,Ajmera Realty & Infra,Property Management,India,Bombay Stock Exchange
AJMERA.NS,Ajmera Realty & Infra,Property Management,India,National Stock Exchange of India
ALSC3.SA,Aliansce Shopping Centers SA,Property Management,Brazil,BOVESPA - Sao Paolo Stock Exchange
ALDV.PA,Alliance Developpement,Property Management,France,Paris Stock Exchange
ALPH.L,Alpha Pyrenees Trust Ltd,Property Management,United Kingdom,London Stock Exchange
ATPT.L,Alpha Real Trust Ltd,Property Management,United Kingdom,London Stock Exchange
ALPINEHO.BO,Alpine Housing Dev Corp,Property Management,India,Bombay Stock Exchange
FROM.PA,Altareit SA,Property Management,France,Paris Stock Exchange
APSA,Alto Palermo S.A.,Property Management,United States of America,
APSA.BA,Alto Palermo SA,Property Management,Argentina,Buenos Aires Stock Exchange
AIF.TO,Altus Group Ltd,Property Management,Canada,Toronto Stock Exchange
ABCP,AmBase Corp.,Property Management,United States of America,
AMIB,American Boarding Company,Property Management,United States of America,
ARL,American Realty Investors Inc.,Property Management,United States of America,
AMRE,"AmREIT, Inc.",Property Management,United States of America,
ANANTRAJ.BO,Anant Raj Ltd,Property Management,India,Bombay Stock Exchange
ANANTRAJ.NS,Anant Raj Ltd,Property Management,India,National Stock Exchange of India
ANSALBU.BO,Ansal Buildwell Ltd,Property Management,India,Bombay Stock Exchange
ANSALHSG.BO,Ansal Housing,Property Management,India,Bombay Stock Exchange
ANSALHSG.NS,Ansal Housing,Property Management,India,National Stock Exchange of India
ANT.BR,Antares Cert,Property Management,United States of America,
ZANUKCOM.BO,Anukaran Commercial,Property Management,India,Bombay Stock Exchange
