,description,displaySymbol,symbol,source,Exch_name
20528,CANTARGIA AB,7V3.F,7V3.F,F,DEUTSCHE BOERSE AG
20529,THULE GROUP AB (PUBL),TU0.F,TU0.F,F,DEUTSCHE BOERSE AG
20530,"POWERCELL SWEDEN SK-,022",27W.F,27W.F,F,DEUTSCHE BOERSE AG
20531,ELTEL AB,E5E.F,E5E.F,F,DEUTSCHE BOERSE AG
20532,KLOEVERN AB NAV. A SK 1,IHY3.F,IHY3.F,F,DEUTSCHE BOERSE AG
20533,KLOEVERN AB NAV. B SK 1,IHY2.F,IHY2.F,F,DEUTSCHE BOERSE AG
20534,DUSTIN GROUP (PUBL) SK 5,9DG.F,9DG.F,F,DEUTSCHE BOERSE AG
20535,HOIST FINANCE AB,4HF.F,4HF.F,F,DEUTSCHE BOERSE AG
20536,SPIFFBET AB,2AK.F,2AK.F,F,DEUTSCHE BOERSE AG
20537,AXFOOD AB,AXL1.F,AXL1.F,F,DEUTSCHE BOERSE AG
20538,COLLECTOR AB (PUBL),NCA.F,NCA.F,F,DEUTSCHE BOERSE AG
20539,HEXPOL AB B,4QT1.F,4QT1.F,F,DEUTSCHE BOERSE AG
20540,"WALLENSTAM B FRI.0,333333",WAEC.F,WAEC.F,F,DEUTSCHE BOERSE AG
20541,"EOLUS VIND AB B SK-,50",7EVB.F,7EVB.F,F,DEUTSCHE BOERSE AG
20542,KONTIGO CARE AB,3KT.F,3KT.F,F,DEUTSCHE BOERSE AG
20543,HOEVDING SVERIGE AB,HS4.F,HS4.F,F,DEUTSCHE BOERSE AG
20544,PANDOX AB B,POX.F,POX.F,F,DEUTSCHE BOERSE AG
20545,"ASSA-ABLOY AB B SK-,33",ALZC.F,ALZC.F,F,DEUTSCHE BOERSE AG
20546,"SVENSKA HDLSBKN A SK1,433",SVHH.F,SVHH.F,F,DEUTSCHE BOERSE AG
20547,"SVENSKA HDLSBKN B SK1,433",SVHG.F,SVHG.F,F,DEUTSCHE BOERSE AG
20548,SPECTRACURE AB,2OK.F,2OK.F,F,DEUTSCHE BOERSE AG
20549,COOR SVC MGMT HLDG SK 4,COE.F,COE.F,F,DEUTSCHE BOERSE AG
20550,ALIMAK GROUP AB (PUBL),2GP.F,2GP.F,F,DEUTSCHE BOERSE AG
20551,"STARBREEZE AB A SK-,20",2STA.F,2STA.F,F,DEUTSCHE BOERSE AG
20552,NOBINA AB SK 90,203.F,203.F,F,DEUTSCHE BOERSE AG
20553,SINCH AB,1I9.F,1I9.F,F,DEUTSCHE BOERSE AG
20554,STORYTEL AB B SK 5,DST.F,DST.F,F,DEUTSCHE BOERSE AG
20555,KARO PHARMA AB O.N.,KA6N.F,KA6N.F,F,DEUTSCHE BOERSE AG
20556,BRAVIDA HOLDING AB,BV0.F,BV0.F,F,DEUTSCHE BOERSE AG
20557,MINESTO AB,7MN.F,7MN.F,F,DEUTSCHE BOERSE AG
20558,"LAGERCRANTZ GRP B SK-,70",LG7.F,LG7.F,F,DEUTSCHE BOERSE AG
20559,CYBER SECURITY 1 AB,7CS.F,7CS.F,F,DEUTSCHE BOERSE AG
20560,"SCANDIC HOTELS GP EO-,25",10H.F,10H.F,F,DEUTSCHE BOERSE AG
20561,RESURS HOLDING AB,4R6.F,4R6.F,F,DEUTSCHE BOERSE AG
20562,ATTENDO AB,7AT.F,7AT.F,F,DEUTSCHE BOERSE AG
20563,DOMETIC GROUP AB,D00.F,D00.F,F,DEUTSCHE BOERSE AG
20564,CAMURUS AB,7CA.F,7CA.F,F,DEUTSCHE BOERSE AG
20565,STILLFRONT GROUP AB,1YS.F,1YS.F,F,DEUTSCHE BOERSE AG
20566,XINTELA AB,1XT.F,1XT.F,F,DEUTSCHE BOERSE AG
20567,"CYXONE AB SK-,75",4CX.F,4CX.F,F,DEUTSCHE BOERSE AG
20568,VITEC SOFTWARE GROUP AB B,7VS.F,7VS.F,F,DEUTSCHE BOERSE AG
20569,"KINDRED GR.PLC LS-,000625",UNBA.F,UNBA.F,F,DEUTSCHE BOERSE AG
20570,ACADEMEDIA AB,V8T.F,V8T.F,F,DEUTSCHE BOERSE AG
20571,ADDLIFE AB B,1AD.F,1AD.F,F,DEUTSCHE BOERSE AG
20572,GARO AB,46G.F,46G.F,F,DEUTSCHE BOERSE AG
20573,HUMANA AB,47H.F,47H.F,F,DEUTSCHE BOERSE AG
20574,BONAVA AB A FRIA SK 25,66BA.F,66BA.F,F,DEUTSCHE BOERSE AG
20575,BONAVA AB B FRIA SK 8,66B.F,66B.F,F,DEUTSCHE BOERSE AG
20576,LEOVEGAS AB,3LV.F,3LV.F,F,DEUTSCHE BOERSE AG
20577,CLEAN MOTION AB O.N.,66M.F,66M.F,F,DEUTSCHE BOERSE AG
20578,"PARADOX INTERAC.SK 0,005",ETA.F,ETA.F,F,DEUTSCHE BOERSE AG
20579,NIBE INDUSTRIER B,NJBC.F,NJBC.F,F,DEUTSCHE BOERSE AG
20580,BE GROUP AB,BGA1.F,BGA1.F,F,DEUTSCHE BOERSE AG
20581,ALELION ENERG SYST AB,2FZ.F,2FZ.F,F,DEUTSCHE BOERSE AG
20582,GOMSPACE GROUP AB,1G2.F,1G2.F,F,DEUTSCHE BOERSE AG
20583,TRENTION AB SK 500,OPO1.F,OPO1.F,F,DEUTSCHE BOERSE AG
20584,"FINGERPRINT CARDS SK-,04",FPQ1.F,FPQ1.F,F,DEUTSCHE BOERSE AG
20585,MAHA ENERGY AB,7M7.F,7M7.F,F,DEUTSCHE BOERSE AG
20586,"ITAB SHOP CONC.B SK 0,417",29I.F,29I.F,F,DEUTSCHE BOERSE AG
20587,"MEDCAP AB SK-,40",61MA.F,61MA.F,F,DEUTSCHE BOERSE AG
20588,MIPS AB O.N.,7M1.F,7M1.F,F,DEUTSCHE BOERSE AG
20589,AAC CLYDE SPACE AB O.N.,MKC.F,MKC.F,F,DEUTSCHE BOERSE AG
20590,SMART EYE AB,SE9.F,SE9.F,F,DEUTSCHE BOERSE AG
20591,EDGEWARE AB,E5D.F,E5D.F,F,DEUTSCHE BOERSE AG
20592,ACARIX AB,7AC.F,7AC.F,F,DEUTSCHE BOERSE AG
20593,ACTIC GROUP AB CLA,8XA.F,8XA.F,F,DEUTSCHE BOERSE AG
20594,ONCOPEPTIDES AB O.N.,OND.F,OND.F,F,DEUTSCHE BOERSE AG
20595,SAMHALLSBYGGNADSBOL.I.N.B,JSI.F,JSI.F,F,DEUTSCHE BOERSE AG
20596,INTERVACC AB,2E9.F,2E9.F,F,DEUTSCHE BOERSE AG
20597,AMBEA AB O.N.,6MA.F,6MA.F,F,DEUTSCHE BOERSE AG
20598,INSTALCO AB A,4II.F,4II.F,F,DEUTSCHE BOERSE AG
20599,ENEA AB O.N.,EED5.F,EED5.F,F,DEUTSCHE BOERSE AG
20600,MEDICOVER AB,5M0B.F,5M0B.F,F,DEUTSCHE BOERSE AG
20601,TERRANET HOLDING AB B,TE5.F,TE5.F,F,DEUTSCHE BOERSE AG
20602,MUNTERS GROUP AB B,1MS.F,1MS.F,F,DEUTSCHE BOERSE AG
20603,BONESUPPORT HOLDING AB,2B4.F,2B4.F,F,DEUTSCHE BOERSE AG
20604,BOOZT AB,BOK.F,BOK.F,F,DEUTSCHE BOERSE AG
20605,"BILIA AB A FRIA SK 2,50",BHJC.F,BHJC.F,F,DEUTSCHE BOERSE AG
20606,ESSITY AB A,ESW.F,ESW.F,F,DEUTSCHE BOERSE AG
20607,ESSITY AB B,ESWB.F,ESWB.F,F,DEUTSCHE BOERSE AG
20608,SEDANA MEDICAL AB,7D2.F,7D2.F,F,DEUTSCHE BOERSE AG
20609,CLIMEON AB B,DCL.F,DCL.F,F,DEUTSCHE BOERSE AG
20610,XSPRAY PHARMA AB,6XP.F,6XP.F,F,DEUTSCHE BOERSE AG
20611,HMS NETWORKS AB,4H3A.F,4H3A.F,F,DEUTSCHE BOERSE AG
20612,"FAGERHULT AB SK-,57",2F0.F,2F0.F,F,DEUTSCHE BOERSE AG
20613,"LATOUR INV. B SK-,208325",18LB.F,18LB.F,F,DEUTSCHE BOERSE AG
20614,ALZECURE PHARMA AB,AC6.F,AC6.F,F,DEUTSCHE BOERSE AG
20615,BUBLAR GROUP AB (PUBL),3MB.F,3MB.F,F,DEUTSCHE BOERSE AG
20616,BIOARCTIC AB B,B9A.F,B9A.F,F,DEUTSCHE BOERSE AG
20617,BALCO GROUP AB,B9C.F,B9C.F,F,DEUTSCHE BOERSE AG
20618,ARION BANK HF AB SDR/1,AB7A.F,AB7A.F,F,DEUTSCHE BOERSE AG
20619,"ANOTO GROUP SK-,60",XTL1.F,XTL1.F,F,DEUTSCHE BOERSE AG
20620,ARJO AB B,A39.F,A39.F,F,DEUTSCHE BOERSE AG
20621,"2CUREX AB SEK-,10",2QE.F,2QE.F,F,DEUTSCHE BOERSE AG
20622,ACCONEER AB,2LU.F,2LU.F,F,DEUTSCHE BOERSE AG
20623,BYGGHEMMA GROUP FIRST AB,7B1.F,7B1.F,F,DEUTSCHE BOERSE AG
20624,HOLMEN AB B SK 25,HL9C.F,HL9C.F,F,DEUTSCHE BOERSE AG
20625,VEONEER SDR DL 1,1EKA.F,1EKA.F,F,DEUTSCHE BOERSE AG
20626,BEIJER REF AB B,BRZ.F,BRZ.F,F,DEUTSCHE BOERSE AG
20627,ATLAS COPCO A,ACO2.F,ACO2.F,F,DEUTSCHE BOERSE AG
20628,ATLAS COPCO B FREE,ACO1.F,ACO1.F,F,DEUTSCHE BOERSE AG
20629,EPIROC AB A,3AD0.F,3AD0.F,F,DEUTSCHE BOERSE AG
20630,EPIROC AB B,3AD.F,3AD.F,F,DEUTSCHE BOERSE AG
20631,"FABEGE AB SK 15,41",WILC.F,WILC.F,F,DEUTSCHE BOERSE AG
20632,"VITROLIFE AB SK 0,2",VTFN.F,VTFN.F,F,DEUTSCHE BOERSE AG
20633,"AAK AB NAM. SK 1,67",6AA0.F,6AA0.F,F,DEUTSCHE BOERSE AG
20634,DOME ENERGY AB,D5LA.F,D5LA.F,F,DEUTSCHE BOERSE AG
20635,NYFOSA AB,2JM.F,2JM.F,F,DEUTSCHE BOERSE AG
20636,Q-LINEA AB,3F8.F,3F8.F,F,DEUTSCHE BOERSE AG
20637,BIMOBJECT AB,BOJB.F,BOJB.F,F,DEUTSCHE BOERSE AG
20638,S2MEDICAL AB,S21.F,S21.F,F,DEUTSCHE BOERSE AG
20639,LIME TECHNOLOGIES,LTX.F,LTX.F,F,DEUTSCHE BOERSE AG
20640,AZELIO AB,4AZ.F,4AZ.F,F,DEUTSCHE BOERSE AG
20641,"STRAX AB SK -,03125",NOBC.F,NOBC.F,F,DEUTSCHE BOERSE AG
20642,NORDIC ENTER.GRP B,NEB.F,NEB.F,F,DEUTSCHE BOERSE AG
20643,SKISTAR AB O.N.,3AJ.F,3AJ.F,F,DEUTSCHE BOERSE AG
20644,KARNOV GROUP AB,3UA.F,3UA.F,F,DEUTSCHE BOERSE AG
20645,"AVANZA BK HLDG AB SK 0,50",1JJA.F,1JJA.F,F,DEUTSCHE BOERSE AG
20646,BETSSON AB B,V72G.F,V72G.F,F,DEUTSCHE BOERSE AG
20647,"HIQ INTL SHS SK-,00625",HI8F.F,HI8F.F,F,DEUTSCHE BOERSE AG
20648,"TETHYS OIL AB AK SK-,0417",TZB4.F,TZB4.F,F,DEUTSCHE BOERSE AG
20649,BOLIDEN AB (POST SPLIT),BWJQ.F,BWJQ.F,F,DEUTSCHE BOERSE AG
20650,"EVOLUTION GAM.GR.SK-,003",E3G1.F,E3G1.F,F,DEUTSCHE BOERSE AG
20651,"MENTICE AB SK -,20",MN2.F,MN2.F,F,DEUTSCHE BOERSE AG
20652,TROAX GROUP AB A,5TOA.F,5TOA.F,F,DEUTSCHE BOERSE AG
20653,EQT AB,6EQ.F,6EQ.F,F,DEUTSCHE BOERSE AG
20654,PAYNOVA AB O.N.,7PN1.F,7PN1.F,F,DEUTSCHE BOERSE AG
20655,MOBERG PHARMA AB,MB8A.F,MB8A.F,F,DEUTSCHE BOERSE AG
20656,EMBRACER GROUP AB B O.N.,TH9A.F,TH9A.F,F,DEUTSCHE BOERSE AG
20657,"KINNEVIK B SK 0,10",IV6D.F,IV6D.F,F,DEUTSCHE BOERSE AG
20658,STAYBLE THERAPEUTICS AB,4K4.F,4K4.F,F,DEUTSCHE BOERSE AG
20659,CELLINK AB AK B O.N.,49Z.F,49Z.F,F,DEUTSCHE BOERSE AG
20660,ELECTROLUX PROF. B,4KK1.F,4KK1.F,F,DEUTSCHE BOERSE AG
20661,NETENT AB B,KT0B.F,KT0B.F,F,DEUTSCHE BOERSE AG
20662,"VENTURE SD-,25",VEM.F,VEM.F,F,DEUTSCHE BOERSE AG
20663,"CREATIVE TECH. SD-,25",CTL.F,CTL.F,F,DEUTSCHE BOERSE AG
20664,JAPFA LTD,1O4.F,1O4.F,F,DEUTSCHE BOERSE AG
20665,THAKRAL CORP. LTD,THK1.F,THK1.F,F,DEUTSCHE BOERSE AG
20666,"ELEC + ELTEK INTL SD-,80",EKQ.F,EKQ.F,F,DEUTSCHE BOERSE AG
20667,JARDINE CYCLE+CARR. SD 1,CYC.F,CYC.F,F,DEUTSCHE BOERSE AG
20668,MULTI-CHEM LTD,MQR1.F,MQR1.F,F,DEUTSCHE BOERSE AG
20669,YONGNAM HLDGS LTD,G7Y1.F,G7Y1.F,F,DEUTSCHE BOERSE AG
20670,ACMA LTD,AAX1.F,AAX1.F,F,DEUTSCHE BOERSE AG
20671,IPC CORP. -LOC.-,IPEN.F,IPEN.F,F,DEUTSCHE BOERSE AG
20672,SEVAK LTD.,MZZ1.F,MZZ1.F,F,DEUTSCHE BOERSE AG
20673,RYOBI KISO HLDGS,RKU1.F,RKU1.F,F,DEUTSCHE BOERSE AG
20674,SIIC ENVIRONM. HLDS,A9W1.F,A9W1.F,F,DEUTSCHE BOERSE AG
20675,SUTL ENTERPRISE LTD,YAV1.F,YAV1.F,F,DEUTSCHE BOERSE AG
20676,RENAISSANCE UNITED -LOC.-,IOJ.F,IOJ.F,F,DEUTSCHE BOERSE AG
20677,SIN HENG HEAVY MACH.LTD,SNVA.F,SNVA.F,F,DEUTSCHE BOERSE AG
20678,AVI-TECH ELECTRONICS LTD,3A3N.F,3A3N.F,F,DEUTSCHE BOERSE AG
20679,DARCO WATER TECH. O.N.,D3XA.F,D3XA.F,F,DEUTSCHE BOERSE AG
20680,KENCANA AGRI LTD,KEBA.F,KEBA.F,F,DEUTSCHE BOERSE AG
20681,DEBAO PROPERTY DEVELOP.,DE71.F,DE71.F,F,DEUTSCHE BOERSE AG
20682,FRASERS LOG.+COM.TRUST,4ZS.F,4ZS.F,F,DEUTSCHE BOERSE AG
20683,ADVANCER GLOBAL LTD,851.F,851.F,F,DEUTSCHE BOERSE AG
20684,OCEAN SKY INTL,O3S1.F,O3S1.F,F,DEUTSCHE BOERSE AG
20685,AYONDO LTD,8AY.F,8AY.F,F,DEUTSCHE BOERSE AG
20686,"SINGA.TECH.ENG. SD-,10",SJX.F,SJX.F,F,DEUTSCHE BOERSE AG
20687,"CSE GLOBAL LTD. SD-,05",XCC.F,XCC.F,F,DEUTSCHE BOERSE AG
20688,"LIAN BENG GROUP SD -,05",39Q.F,39Q.F,F,DEUTSCHE BOERSE AG
20689,"SEMBCORP MARINE SD-,10",S8N.F,S8N.F,F,DEUTSCHE BOERSE AG
20690,SATS LTD.,W1J.F,W1J.F,F,DEUTSCHE BOERSE AG
20691,"TREK 2000 INTL LTD SD-,05",TZ2.F,TZ2.F,F,DEUTSCHE BOERSE AG
20692,"ADDVALUE TECHNOL. SD-,025",DDU.F,DDU.F,F,DEUTSCHE BOERSE AG
20693,PAC.CENT.REG.D.-LOC.SD-10,PFQ.F,PFQ.F,F,DEUTSCHE BOERSE AG
20694,"UOB-KAY HIAN SD-,10",4LJ.F,4LJ.F,F,DEUTSCHE BOERSE AG
20695,"SINGAPORE SHIPPING SD-,1",W1M.F,W1M.F,F,DEUTSCHE BOERSE AG
20696,"SINGAPORE EXCHANGE SD-,01",SOU.F,SOU.F,F,DEUTSCHE BOERSE AG
20697,CAPITALAND LTD SD1,PLF.F,PLF.F,F,DEUTSCHE BOERSE AG
20698,HYFLUX LTD,HYF.F,HYF.F,F,DEUTSCHE BOERSE AG
20699,"ASIATRAVEL.COM SD -,015",AVB.F,AVB.F,F,DEUTSCHE BOERSE AG
20700,DBS GRP HLDGS SD 1,DEVL.F,DEVL.F,F,DEUTSCHE BOERSE AG
20701,UTD OV. BK SD 1,UOB.F,UOB.F,F,DEUTSCHE BOERSE AG
20702,"THOMSON MEDICA.GR.SD-,025",3H5.F,3H5.F,F,DEUTSCHE BOERSE AG
20703,CAPITALAND MALL TRUST,M3T.F,M3T.F,F,DEUTSCHE BOERSE AG
20704,ASCENDAS REIT(A-REIT) UTS,S3Z.F,S3Z.F,F,DEUTSCHE BOERSE AG
20705,UTD. OVERS. INSUR. SD 1,IZB.F,IZB.F,F,DEUTSCHE BOERSE AG
20706,COMFORTDELGRO,VZ1.F,VZ1.F,F,DEUTSCHE BOERSE AG
20707,"SINGAPORE POST SD-,05",SGR.F,SGR.F,F,DEUTSCHE BOERSE AG
20708,EZRA HOLDINGS LTD,7EZ.F,7EZ.F,F,DEUTSCHE BOERSE AG
20709,"HEETON HLDGS LTD SD-,20",SST.F,SST.F,F,DEUTSCHE BOERSE AG
20710,"HI-P INTL LTD SD-,05",H8S.F,H8S.F,F,DEUTSCHE BOERSE AG
20711,CAPITALAND COMMERCIAL TR,C6X.F,C6X.F,F,DEUTSCHE BOERSE AG
20712,"SINGAPORE PRESS SD -,20",SGP1.F,SGP1.F,F,DEUTSCHE BOERSE AG
20713,"MIDAS HOLDINGS LTD.SD-,04",MI2.F,MI2.F,F,DEUTSCHE BOERSE AG
20714,"HOSEN GROUP LTD SD -,06",HGG.F,HGG.F,F,DEUTSCHE BOERSE AG
20715,"CHINA HAIDA LTD. SD -,05",CO0.F,CO0.F,F,DEUTSCHE BOERSE AG
20716,SUNTEC REAL EST. INV. UTS,P3G.F,P3G.F,F,DEUTSCHE BOERSE AG
20717,"OLAM INTL LTD SD -,10",O5I.F,O5I.F,F,DEUTSCHE BOERSE AG
20718,"INTERRA RES CONS. SD-,25",3IR.F,3IR.F,F,DEUTSCHE BOERSE AG
20719,"SEMBCORP INDS NEW SD-,25",SBOA.F,SBOA.F,F,DEUTSCHE BOERSE AG
20720,"CITY DEV. SD-,50",CDE.F,CDE.F,F,DEUTSCHE BOERSE AG
20721,"OVERS.-CHINESE SD-,50",OCBA.F,OCBA.F,F,DEUTSCHE BOERSE AG
20722,"ISDN HLDGS LTD SD -,05",I8D.F,I8D.F,F,DEUTSCHE BOERSE AG
20723,"SINOPIPE HLDGS SD -,20",3SI.F,3SI.F,F,DEUTSCHE BOERSE AG
20724,"COSCO SHIPPING INT.SD-,10",VZS.F,VZS.F,F,DEUTSCHE BOERSE AG
20725,UOL GROUP LTD. SD 1,U1O.F,U1O.F,F,DEUTSCHE BOERSE AG
20726,"CHINA AVIATION OIL SD-,25",VZ8.F,VZ8.F,F,DEUTSCHE BOERSE AG
20727,NATURAL COOL HLDGS LTD,N7E.F,N7E.F,F,DEUTSCHE BOERSE AG
20728,"WILMAR INTL LTD. SD -,50",RTHA.F,RTHA.F,F,DEUTSCHE BOERSE AG
20729,"FRASER + NEAVE SD-,20",FNV2.F,FNV2.F,F,DEUTSCHE BOERSE AG
20730,YOMA STRAT.HLDG.-LOC-SD 1,O3B.F,O3B.F,F,DEUTSCHE BOERSE AG
20731,"SINGAPORE TELE. SD-,15",SIT4.F,SIT4.F,F,DEUTSCHE BOERSE AG
20732,"BUKIT SEMBA. SUBDI.SD-,50",B1W1.F,B1W1.F,F,DEUTSCHE BOERSE AG
20733,FIRST REAL EST. INV. TR.,F1T.F,F1T.F,F,DEUTSCHE BOERSE AG
20734,"INDOFOOD AGRI RES SD-,50",ZVF.F,ZVF.F,F,DEUTSCHE BOERSE AG
20735,FIRST SHIP LEASE TRUST,LJ9.F,LJ9.F,F,DEUTSCHE BOERSE AG
20736,"KEPPEL CORP. SUB. SD-,25",KEP1.F,KEP1.F,F,DEUTSCHE BOERSE AG
20737,YANGZIJIANG SHIP.HLDGS,B8O.F,B8O.F,F,DEUTSCHE BOERSE AG
20738,SOUP RESTAURANT GROUP LTD,SR6.F,SR6.F,F,DEUTSCHE BOERSE AG
20739,SIN GHEE HUAT CORP. LTD,SGQ.F,SGQ.F,F,DEUTSCHE BOERSE AG
20740,COSMOSTEEL HLDGS LTD,CMR.F,CMR.F,F,DEUTSCHE BOERSE AG
20741,STARHUB LTD,RYTB.F,RYTB.F,F,DEUTSCHE BOERSE AG
20742,PARKWAY LIFE REAL ESTATE,3P51.F,3P51.F,F,DEUTSCHE BOERSE AG
20743,SINGAPORE AIRLINES O.N.,SIA1.F,SIA1.F,F,DEUTSCHE BOERSE AG
20744,SINOSTAR PEC HLDGS LTD,41S.F,41S.F,F,DEUTSCHE BOERSE AG
20745,LIPPO MALLS IND.RET.TRUST,3HJ.F,3HJ.F,F,DEUTSCHE BOERSE AG
20746,FIRST RESOURCES LTD O.N.,5F1.F,5F1.F,F,DEUTSCHE BOERSE AG
20747,SOON LIAN HLDGS LTD,5SN.F,5SN.F,F,DEUTSCHE BOERSE AG
20748,KSH HOLDINGS LTD,XEUA.F,XEUA.F,F,DEUTSCHE BOERSE AG
20749,OLD CHANG KEE,3DV.F,3DV.F,F,DEUTSCHE BOERSE AG
20750,EPICENTRE HOLDINGS LTD.,6A5.F,6A5.F,F,DEUTSCHE BOERSE AG
20751,WEE HUR HOLDINGS LTD,3YM.F,3YM.F,F,DEUTSCHE BOERSE AG
20752,SOUND GLOBAL LTD NEW,SSQA.F,SSQA.F,F,DEUTSCHE BOERSE AG
20753,SAMKO TIMBER LTD,9E5.F,9E5.F,F,DEUTSCHE BOERSE AG
20754,MMP RESOURCES LTD.,4QX.F,4QX.F,F,DEUTSCHE BOERSE AG
20755,HEALTHWAY MEDIC. CORP.LTD,HLM.F,HLM.F,F,DEUTSCHE BOERSE AG
20756,PEC LTD.,QPE.F,QPE.F,F,DEUTSCHE BOERSE AG
20757,HOCK LIAN SENG HLDGS LTD,HKF.F,HKF.F,F,DEUTSCHE BOERSE AG
20758,HU AN CABLE HOLDINGS LTD.,PUH.F,PUH.F,F,DEUTSCHE BOERSE AG
20759,ARA LOGOS LOGISTICS TRUST,A6C.F,A6C.F,F,DEUTSCHE BOERSE AG
20760,CHARISMA ENERGY SVCS LTD,H2W1.F,H2W1.F,F,DEUTSCHE BOERSE AG
20761,OUE SD-.20,OUE1.F,OUE1.F,F,DEUTSCHE BOERSE AG
20762,MAPLETREE INDUSTR. TR.,M2L.F,M2L.F,F,DEUTSCHE BOERSE AG
20763,ONEAPEX LTD.,CWF.F,CWF.F,F,DEUTSCHE BOERSE AG
20764,HUTCHISON PORT HLDGS UTS,H09.F,H09.F,F,DEUTSCHE BOERSE AG
20765,BUMITAMA AGRI LTD,2BU.F,2BU.F,F,DEUTSCHE BOERSE AG
20766,CIVMEC LTD,1CV.F,1CV.F,F,DEUTSCHE BOERSE AG
20767,Q+M DENTAL GROUP SING.LTD,QMBN.F,QMBN.F,F,DEUTSCHE BOERSE AG
20768,GEO ENERGY RESOURCES LTD,7GE.F,7GE.F,F,DEUTSCHE BOERSE AG
20769,MAPLETREE N.ASIA COMM.T.,7MGC.F,7MGC.F,F,DEUTSCHE BOERSE AG
20770,SPH REIT UTS,50E.F,50E.F,F,DEUTSCHE BOERSE AG
20771,REX INTL HOLDINGS LTD,RXI.F,RXI.F,F,DEUTSCHE BOERSE AG
20772,SINO GRAND.FOOD GRP,JSO1.F,JSO1.F,F,DEUTSCHE BOERSE AG
20773,FRASERS PROPERTY,1IQ.F,1IQ.F,F,DEUTSCHE BOERSE AG
20774,SINGHAIYI GROUP,SXTN.F,SXTN.F,F,DEUTSCHE BOERSE AG
20775,ICP LTD -LOCAL-,GD1M.F,GD1M.F,F,DEUTSCHE BOERSE AG
20776,FAR EAST ORCHA.-LOC-SD-50,O5P.F,O5P.F,F,DEUTSCHE BOERSE AG
20777,FLEX LTD.,FXI.F,FXI.F,F,DEUTSCHE BOERSE AG
20778,WAVE LIFE SCIENCES LTD.,1U5.F,1U5.F,F,DEUTSCHE BOERSE AG
20779,GIGAMEDIA LTD TA 10,GIFN.F,GIFN.F,F,DEUTSCHE BOERSE AG
20780,BOC AVIATION LTD.,8BO.F,8BO.F,F,DEUTSCHE BOERSE AG
20781,"GENTING SG LTD. DL -,10",36T.F,36T.F,F,DEUTSCHE BOERSE AG
20782,CHINA SUNSINE HLDGS P.S.,CHMN.F,CHMN.F,F,DEUTSCHE BOERSE AG
20783,SINGAPORE AIRLINES -ANR-.,SIAA.F,SIAA.F,F,DEUTSCHE BOERSE AG
20784,SINGAPORE AIRLINES -ANR.-,SIA2.F,SIA2.F,F,DEUTSCHE BOERSE AG
20785,BANGKOK BK -FGN- BA 10,BKKF.F,BKKF.F,F,DEUTSCHE BOERSE AG
20786,SIAM CEMENT PCL-FGN- BA 1,TCM1.F,TCM1.F,F,DEUTSCHE BOERSE AG
20787,SIAM COMML BK -FGN- BA 10,SIPF.F,SIPF.F,F,DEUTSCHE BOERSE AG
20788,SIAM COMM.BK -NVDR- BA 10,NVPI.F,NVPI.F,F,DEUTSCHE BOERSE AG
20789,KASIKORNBANK -FGN- BA 10,TFBF.F,TFBF.F,F,DEUTSCHE BOERSE AG
20790,BK OF AYUDHYA -NVDR-BA 10,NVAU.F,NVAU.F,F,DEUTSCHE BOERSE AG
20791,"TMB BANK PCL-NVDR BA 0,95",NVPJ.F,NVPJ.F,F,DEUTSCHE BOERSE AG
20792,"TMB BANK PCL -FGN- BA-,95",TMLF.F,TMLF.F,F,DEUTSCHE BOERSE AG
20793,THANACHART CAP.-NVDR-BA10,NVAK.F,NVAK.F,F,DEUTSCHE BOERSE AG
20794,THANACHART CAP.-FGN-BA 10,NFPH.F,NFPH.F,F,DEUTSCHE BOERSE AG
20795,PADAENG IND. -NVDR- BA 10,QU5A.F,QU5A.F,F,DEUTSCHE BOERSE AG
20796,CHAROEN POKP. -NVDR- BA10,NVAV.F,NVAV.F,F,DEUTSCHE BOERSE AG
20797,CHAROEN POKPH.-FGN- BA 1,CPOF.F,CPOF.F,F,DEUTSCHE BOERSE AG
20798,CAP. NOMURA -NVDR- BA 1,NVAD.F,NVAD.F,F,DEUTSCHE BOERSE AG
20799,KIATNAKIN BK-FOREIGN-BA10,KIFF.F,KIFF.F,F,DEUTSCHE BOERSE AG
20800,"KCE EL. PCL -NVDR- BA 0,5",NVPA.F,NVPA.F,F,DEUTSCHE BOERSE AG
20801,LAND + HOUSE -NVDR- BA 1,NVAH.F,NVAH.F,F,DEUTSCHE BOERSE AG
20802,LD + HOUSES PCL FGN BA 1,LHOG.F,LHOG.F,F,DEUTSCHE BOERSE AG
20803,BANPU PCL -NVDR- BA 10,NVAC.F,NVAC.F,F,DEUTSCHE BOERSE AG
20804,BANPU PCL -FGN- BA 1,BPFG.F,BPFG.F,F,DEUTSCHE BOERSE AG
20805,"KRUNG THAI -NVDR- BA 5,15",NVPB.F,NVPB.F,F,DEUTSCHE BOERSE AG
20806,"KRUNG THAI -FGN- BA 5,15",KTB1.F,KTB1.F,F,DEUTSCHE BOERSE AG
20807,BUMRUNGRAD H. -FGN- BA 1,BZ7A.F,BZ7A.F,F,DEUTSCHE BOERSE AG
20808,INTOUCH HLDGS -NVDR- BA 1,NVAM.F,NVAM.F,F,DEUTSCHE BOERSE AG
20809,INTOUCH HLDGS -FGN.-BA 1,SWTF.F,SWTF.F,F,DEUTSCHE BOERSE AG
