,description,displaySymbol,symbol,source,Exch_name
20247,"VOW ASA NK -,10",213.F,213.F,F,DEUTSCHE BOERSE AG
20248,"SCATEC SOLAR ASA NK -,02",66T.F,66T.F,F,DEUTSCHE BOERSE AG
20249,ENTRA ASA NK 1,2EN.F,2EN.F,F,DEUTSCHE BOERSE AG
20250,"AKER SOLUTIONS ASA NK1,08",1AKA.F,1AKA.F,F,DEUTSCHE BOERSE AG
20251,"XXL ASA A NK -,40",2XX.F,2XX.F,F,DEUTSCHE BOERSE AG
20252,"MULTICONSULT AS NK -,50",3MC.F,3MC.F,F,DEUTSCHE BOERSE AG
20253,ICE GROUP ASA NK 1,AI6.F,AI6.F,F,DEUTSCHE BOERSE AG
20254,EUROPRIS ASA NK 1,2RG.F,2RG.F,F,DEUTSCHE BOERSE AG
20255,"SCHIBSTED ASA B NK-,50",XPGB.F,XPGB.F,F,DEUTSCHE BOERSE AG
20256,SBANKEN ASA,7SB.F,7SB.F,F,DEUTSCHE BOERSE AG
20257,SPAREBK 1 OESTLANDET NK50,2SF.F,2SF.F,F,DEUTSCHE BOERSE AG
20258,TREASURE ASA NK 1,T1A.F,T1A.F,F,DEUTSCHE BOERSE AG
20259,"ATLANTIC SAPPHIRE NK -,10",4AS.F,4AS.F,F,DEUTSCHE BOERSE AG
20260,"ARCUS ASA NK 0,02",A48.F,A48.F,F,DEUTSCHE BOERSE AG
20261,"AXXIS GEO SOLUTI.NK 1,395",S5B.F,S5B.F,F,DEUTSCHE BOERSE AG
20262,MPC CONTAINER SHIPS NK 10,MP2.F,MP2.F,F,DEUTSCHE BOERSE AG
20263,"FJORD1 ASA NK 2,50",F1K.F,F1K.F,F,DEUTSCHE BOERSE AG
20264,CRAYON GROUP HOLDING NK 1,30X.F,30X.F,F,DEUTSCHE BOERSE AG
20265,FJORDKRAFT HOLDING ASA,1ZK.F,1ZK.F,F,DEUTSCHE BOERSE AG
20266,ELKEM ASA NK 5,1DP.F,1DP.F,F,DEUTSCHE BOERSE AG
20267,"OKEA A.S. NK-,1",3SX.F,3SX.F,F,DEUTSCHE BOERSE AG
20268,KLAVENESS COMB.CARR. NK1,36K.F,36K.F,F,DEUTSCHE BOERSE AG
20269,"AXACTOR SE EO 0,5234232",2LJ.F,2LJ.F,F,DEUTSCHE BOERSE AG
20270,ADEVINTA ASA NK1,AD5B.F,AD5B.F,F,DEUTSCHE BOERSE AG
20271,ULTIMOVACS AS DK1,7UM.F,7UM.F,F,DEUTSCHE BOERSE AG
20272,"NORBIT ASA NK-,1",4NK.F,4NK.F,F,DEUTSCHE BOERSE AG
20273,NORSKE SKOG AS NK 4,0BQ.F,0BQ.F,F,DEUTSCHE BOERSE AG
20274,"PROSAFE SE EO -,10",1Q6.F,1Q6.F,F,DEUTSCHE BOERSE AG
20275,"SATS ASA NK 2,125",2S0.F,2S0.F,F,DEUTSCHE BOERSE AG
20276,"OBSERVE MEDICAL ASA -,26",OM5A.F,OM5A.F,F,DEUTSCHE BOERSE AG
20277,AUCKLD INTL AIRPORT O.N.,BZTA.F,BZTA.F,F,DEUTSCHE BOERSE AG
20278,AIR NEW ZEALAND O.N.,BZU.F,BZU.F,F,DEUTSCHE BOERSE AG
20279,A2 MILK CO. LTD.,14L.F,14L.F,F,DEUTSCHE BOERSE AG
20280,BATHURST RESOURCES LTD.,B0R.F,B0R.F,F,DEUTSCHE BOERSE AG
20281,CONTACT ENERGY LTD,BZB.F,BZB.F,F,DEUTSCHE BOERSE AG
20282,CHORUS LTD,7CH.F,7CH.F,F,DEUTSCHE BOERSE AG
20283,FLETCHER BUILDING,FLQ.F,FLQ.F,F,DEUTSCHE BOERSE AG
20284,MERCURY NZ LTD.,MRY.F,MRY.F,F,DEUTSCHE BOERSE AG
20285,RYMAN HEALTHCARE GRP LTD,RH7.F,RH7.F,F,DEUTSCHE BOERSE AG
20286,SCALES CORP. LTD,S05.F,S05.F,F,DEUTSCHE BOERSE AG
20287,SPARK NEW ZEALAND LTD. ON,NZT.F,NZT.F,F,DEUTSCHE BOERSE AG
20288,XERO LTD,0XE.F,0XE.F,F,DEUTSCHE BOERSE AG
20289,CARNIVAL PAIRED CTF,CVC1.F,CVC1.F,F,DEUTSCHE BOERSE AG
20290,INTERCORP FIN.SERV. O.N.,9IFA.F,9IFA.F,F,DEUTSCHE BOERSE AG
20291,BCO LATINOAMER.D.COM.EX.E,D8Q.F,D8Q.F,F,DEUTSCHE BOERSE AG
20292,COPA HOLDINGS CL.A O.N.,C2H.F,C2H.F,F,DEUTSCHE BOERSE AG
20293,BOUGAINVILLE KI 1,BOU1.F,BOU1.F,F,DEUTSCHE BOERSE AG
20294,"OIL SEARCH LTD KI-,10",OIS.F,OIS.F,F,DEUTSCHE BOERSE AG
20295,PHILEX MNG. CORP. PP 1,0PX.F,0PX.F,F,DEUTSCHE BOERSE AG
20296,"11 BIT STUDIOS SA ZY -,10",11C.F,11C.F,F,DEUTSCHE BOERSE AG
20297,ALIOR BANK SA ZY 10,A6O.F,A6O.F,F,DEUTSCHE BOERSE AG
20298,BK HANDLOWY W WARS. ZY 4,6HW.F,6HW.F,F,DEUTSCHE BOERSE AG
20299,MBANK S.A. ZY 4,BRU.F,BRU.F,F,DEUTSCHE BOERSE AG
20300,BORYSZEW S.A. ZY 1,BOW.F,BOW.F,F,DEUTSCHE BOERSE AG
20301,ING BK SLASK NAM. ZY 1,6GF.F,6GF.F,F,DEUTSCHE BOERSE AG
20302,SANTANDER POLSKA M ZY 10,BZI.F,BZI.F,F,DEUTSCHE BOERSE AG
20303,"CCC S.A. ZY 0,1",6RK.F,6RK.F,F,DEUTSCHE BOERSE AG
20304,"CYFROWY POLSAT SA ZY -,04",CP9.F,CP9.F,F,DEUTSCHE BOERSE AG
20305,CIECH S.A. ZY 5,CHX.F,CHX.F,F,DEUTSCHE BOERSE AG
20306,CREEPY JAR S.A. ZY 1,3CJ.F,3CJ.F,F,DEUTSCHE BOERSE AG
20307,"CI GAMES S.A. ZY -,01",CI7.F,CI7.F,F,DEUTSCHE BOERSE AG
20308,ENEA S.A. ZY 1,58S.F,58S.F,F,DEUTSCHE BOERSE AG
20309,"ENERGA SA AA ZY 10,92",EN2.F,EN2.F,F,DEUTSCHE BOERSE AG
20310,ENTER AIR SA ZY 1,10N.F,10N.F,F,DEUTSCHE BOERSE AG
20311,EUROCASH S.A. CL.A ZY 1,E07.F,E07.F,F,DEUTSCHE BOERSE AG
20312,"GLOBE TRADE CENTRE ZY 0,1",G91.F,G91.F,F,DEUTSCHE BOERSE AG
20313,IDEA BK B-L ZY 2,4IB.F,4IB.F,F,DEUTSCHE BOERSE AG
20314,JASTRZEBSKA SPOL.WEGL.ZY5,J2S.F,J2S.F,F,DEUTSCHE BOERSE AG
20315,KGHM POLSKA MIEDZ ZY 10,KGHA.F,KGHA.F,F,DEUTSCHE BOERSE AG
20316,GRUPA LOTOS S.A. ZY 1,G17.F,G17.F,F,DEUTSCHE BOERSE AG
20317,LPP S.A. ZY 2,1RY.F,1RY.F,F,DEUTSCHE BOERSE AG
20318,LUBELSKI WEGIEL BOGD.ZY 5,UXX.F,UXX.F,F,DEUTSCHE BOERSE AG
20319,NETIA S.A. ZY 1,NHOC.F,NHOC.F,F,DEUTSCHE BOERSE AG
20320,"NEWAG SA A,B,C ZY -,25",N0GA.F,N0GA.F,F,DEUTSCHE BOERSE AG
20321,CD PROJEKT S.A. C ZY 1,7CD.F,7CD.F,F,DEUTSCHE BOERSE AG
20322,"POL.BANK KOMOR.MAC. ZY-,5",45Z.F,45Z.F,F,DEUTSCHE BOERSE AG
20323,BANK POLSKA KASA OP. ZY 1,BP1.F,BP1.F,F,DEUTSCHE BOERSE AG
20324,"PGE PL.GR.ENERG. ZY10,25",6PG.F,6PG.F,F,DEUTSCHE BOERSE AG
20325,POLSKIE GO.NAF. A ZY 1,7GG.F,7GG.F,F,DEUTSCHE BOERSE AG
20326,POLSKI HLDG NIER. B-1-ZY1,2PN.F,2PN.F,F,DEUTSCHE BOERSE AG
20327,"PKN ORLEN S.A. ZY 1,25",PKY1.F,PKY1.F,F,DEUTSCHE BOERSE AG
20328,PKO BANK POLSKI S.A. ZY 1,P9O.F,P9O.F,F,DEUTSCHE BOERSE AG
20329,"PKP CARGO S.A. A,B ZY 50",PK3.F,PK3.F,F,DEUTSCHE BOERSE AG
20330,"PLAYWAY S.A. ZY-,10",6P5.F,6P5.F,F,DEUTSCHE BOERSE AG
20331,"POLWAX SA B,C ZY -,05",1LW.F,1LW.F,F,DEUTSCHE BOERSE AG
20332,POWSZECHNY ZAKLAD UBEZP.,7PZ.F,7PZ.F,F,DEUTSCHE BOERSE AG
20333,ASSECO POLAND S.A. ZY 1,SFB1.F,SFB1.F,F,DEUTSCHE BOERSE AG
20334,TAURON POLSKA ENERGIA ZY5,1T5.F,1T5.F,F,DEUTSCHE BOERSE AG
20335,ORANGE POLSKA SA A ZY 3,TPA1.F,TPA1.F,F,DEUTSCHE BOERSE AG
20336,"TEN SQUARE GAMES ZY-,10",1HQ.F,1HQ.F,F,DEUTSCHE BOERSE AG
20337,"XTPL S.A. INH. ZY -,10",5C8.F,5C8.F,F,DEUTSCHE BOERSE AG
20338,GRUPA AZOTY S.A.,5PL.F,5PL.F,F,DEUTSCHE BOERSE AG
20339,EVERTEC INC.,2EV.F,2EV.F,F,DEUTSCHE BOERSE AG
20340,FIRST BANCORP. NEW DL 1,OLWN.F,OLWN.F,F,DEUTSCHE BOERSE AG
20341,OFG BANCORP. DL 1,OFP.F,OFP.F,F,DEUTSCHE BOERSE AG
20342,POPULAR INC. NEW DL 6,PP4A.F,PP4A.F,F,DEUTSCHE BOERSE AG
20343,TRIPLE-S MANAG.CORP.B DL1,4T3A.F,4T3A.F,F,DEUTSCHE BOERSE AG
20344,"ALTRI SGPS NAM. EO-,125",ACJ.F,ACJ.F,F,DEUTSCHE BOERSE AG
20345,BCO COM. PORT.NOM. O.N.,BCPN.F,BCPN.F,F,DEUTSCHE BOERSE AG
20346,COFINA SGPS NAM. O.N.,112.F,112.F,F,DEUTSCHE BOERSE AG
20347,CORT.AMORIM SGPS NAM.EO 1,AS4.F,AS4.F,F,DEUTSCHE BOERSE AG
20348,"CTT-CORREIOS DE PO.EO 0,5",C7T.F,C7T.F,F,DEUTSCHE BOERSE AG
20349,EDP-ENERGIAS PORTUG. EO 1,EDP.F,EDP.F,F,DEUTSCHE BOERSE AG
20350,GALP ENERGIA SGPS NOM.EO1,GZ5.F,GZ5.F,F,DEUTSCHE BOERSE AG
20351,INAPA NAM.,IPB.F,IPB.F,F,DEUTSCHE BOERSE AG
20352,"IMPRESA SGPS SA NOM.EO0,5",IR9.F,IR9.F,F,DEUTSCHE BOERSE AG
20353,JERONIM.MART.SGPS NAM.EO1,JEM.F,JEM.F,F,DEUTSCHE BOERSE AG
20354,MOTA-ENGIL NAM. EO 1,M09.F,M09.F,F,DEUTSCHE BOERSE AG
20355,"MARTIFER SGPS S.A. EO-,50",FRW.F,FRW.F,F,DEUTSCHE BOERSE AG
20356,"NOVABASE SGPS INH. EO1,74",NVQ.F,NVQ.F,F,DEUTSCHE BOERSE AG
20357,"PHAROL SGPS SA EO 0,03",PTCA.F,PTCA.F,F,DEUTSCHE BOERSE AG
20358,NAVIGATOR COMPANY SA O.N.,PO9.F,PO9.F,F,DEUTSCHE BOERSE AG
20359,REN-REDES ENERGET. A EO 1,RN4.F,RN4.F,F,DEUTSCHE BOERSE AG
20360,SONAE INDUSTRIA NAM. O.N.,S4LB.F,S4LB.F,F,DEUTSCHE BOERSE AG
20361,SONAE CAPITAL SGPS NA.EO1,6SC.F,6SC.F,F,DEUTSCHE BOERSE AG
20362,"SONAE-SGPS, S.A. NA. EO 1",YSON.F,YSON.F,F,DEUTSCHE BOERSE AG
20363,"TEIXEIRA DUARTE EO 0,50",TXC2.F,TXC2.F,F,DEUTSCHE BOERSE AG
20364,"NOS SGPS S.A. EO -,01",PMV.F,PMV.F,F,DEUTSCHE BOERSE AG
20365,BERGS TIMBER AB B SK 5,2HW.F,2HW.F,F,DEUTSCHE BOERSE AG
20366,"HEXAGON AB B FRIA SK1,333",HXGB.F,HXGB.F,F,DEUTSCHE BOERSE AG
20367,ELECTROLUX B,ELX.F,ELX.F,F,DEUTSCHE BOERSE AG
20368,HALDEX AB SK 20,HLV.F,HLV.F,F,DEUTSCHE BOERSE AG
20369,PEAB AB B SK 5,PEKB.F,PEKB.F,F,DEUTSCHE BOERSE AG
20370,HENNES + MAURITZ B SK-125,HMSB.F,HMSB.F,F,DEUTSCHE BOERSE AG
20371,INDUSTRIV. C,IDV1.F,IDV1.F,F,DEUTSCHE BOERSE AG
20372,"INVESTOR A (FRIA) SK6,25",IVSA.F,IVSA.F,F,DEUTSCHE BOERSE AG
20373,"INVESTOR B (FRIA) SK6,25",IVSB.F,IVSB.F,F,DEUTSCHE BOERSE AG
20374,"SKF AB A SK 0,625",SKFA.F,SKFA.F,F,DEUTSCHE BOERSE AG
20375,"SKF AB B SK 0,625",SKFB.F,SKFB.F,F,DEUTSCHE BOERSE AG
20376,ERICSSON A (FRIA),ERCG.F,ERCG.F,F,DEUTSCHE BOERSE AG
20377,ERICSSON B (FRIA),ERCB.F,ERCB.F,F,DEUTSCHE BOERSE AG
20378,L E LUNDBERGF.B FRIA SK10,LU3B.F,LU3B.F,F,DEUTSCHE BOERSE AG
20379,NOLATO AB B SK 25,NBFB.F,NBFB.F,F,DEUTSCHE BOERSE AG
20380,"RATOS B FRIA SK 2,083",RAZB.F,RAZB.F,F,DEUTSCHE BOERSE AG
20381,ROTTNEROS AB FR. SK 1,RBG.F,RBG.F,F,DEUTSCHE BOERSE AG
20382,SAAB AB B SK 25,SDV.F,SDV.F,F,DEUTSCHE BOERSE AG
20383,SVENSKA CELL.B FRIA SK10,SCA.F,SCA.F,F,DEUTSCHE BOERSE AG
20384,SKANSKA AB B FRIA SK 3,SKNB.F,SKNB.F,F,DEUTSCHE BOERSE AG
20385,TRELLEBORG B (FRIA) SK 25,TLLB.F,TLLB.F,F,DEUTSCHE BOERSE AG
20386,VOLVO A FRIA,VOL3.F,VOL3.F,F,DEUTSCHE BOERSE AG
20387,VOLVO B (FRIA),VOL1.F,VOL1.F,F,DEUTSCHE BOERSE AG
20388,NCC B FRIA SK 8,NCGB.F,NCGB.F,F,DEUTSCHE BOERSE AG
20389,SSAB AB -B- FRIA,SKWC.F,SKWC.F,F,DEUTSCHE BOERSE AG
20390,SKAND.ENSK. BKN C FR.SK10,SEBC.F,SEBC.F,F,DEUTSCHE BOERSE AG
20391,REJLERS AB -B- SK 2,3RE.F,3RE.F,F,DEUTSCHE BOERSE AG
20392,"RAYSEARCH LABS B SK 0,40",27R.F,27R.F,F,DEUTSCHE BOERSE AG
20393,SKAND.ENSK. BKN A FR.SK10,SEBA.F,SEBA.F,F,DEUTSCHE BOERSE AG
20394,SECURITAS AB B SK 1,S7MB.F,S7MB.F,F,DEUTSCHE BOERSE AG
20395,ELEKTA AB B SK 2,EJXB.F,EJXB.F,F,DEUTSCHE BOERSE AG
20396,HUFVUDSTADEN A SK 5,HFVA.F,HFVA.F,F,DEUTSCHE BOERSE AG
20397,SSAB AB -A- FRIA,SKWA.F,SKWA.F,F,DEUTSCHE BOERSE AG
20398,"SVENSKA CELL.A FR.SK 3,33",SCA1.F,SCA1.F,F,DEUTSCHE BOERSE AG
20399,CATELLA AB B SK 2,SKVB.F,SKVB.F,F,DEUTSCHE BOERSE AG
20400,INDUSTRIV. A FR.,IDVA.F,IDVA.F,F,DEUTSCHE BOERSE AG
20401,"ATRIUM LJUNGBERG SK 2,50",A1A.F,A1A.F,F,DEUTSCHE BOERSE AG
20402,BURE EQUITY NPV,BLZ.F,BLZ.F,F,DEUTSCHE BOERSE AG
20403,"GETINGE AB B FR. SK-,50",GTN.F,GTN.F,F,DEUTSCHE BOERSE AG
20404,DORO INH. SK 1,DR8A.F,DR8A.F,F,DEUTSCHE BOERSE AG
20405,PRICER AB B SK-10,PRRB.F,PRRB.F,F,DEUTSCHE BOERSE AG
20406,CONSILIUM AB B SK 5,3W1.F,3W1.F,F,DEUTSCHE BOERSE AG
20407,SWEDBANK A,FRYA.F,FRYA.F,F,DEUTSCHE BOERSE AG
20408,MEDIVIR AB B SK 10,MVR.F,MVR.F,F,DEUTSCHE BOERSE AG
20409,SWEDISH MATCH,SWM.F,SWM.F,F,DEUTSCHE BOERSE AG
20410,"SOFTRONIC AB B SK 0,40",SF7.F,SF7.F,F,DEUTSCHE BOERSE AG
20411,DUROC AB B SK 1,DRC.F,DRC.F,F,DEUTSCHE BOERSE AG
20412,"NET INSIGHT AB B SK-,04",NSGB.F,NSGB.F,F,DEUTSCHE BOERSE AG
20413,MYCRONIC AB SK 1,MLT.F,MLT.F,F,DEUTSCHE BOERSE AG
20414,CASTELLUM AB,TEX.F,TEX.F,F,DEUTSCHE BOERSE AG
20415,"AUTOLIV SDR/1 DL-,01",LIVS.F,LIVS.F,F,DEUTSCHE BOERSE AG
20416,BONG AB,20L.F,20L.F,F,DEUTSCHE BOERSE AG
20417,MOD. TIMES GRP M B,MRT.F,MRT.F,F,DEUTSCHE BOERSE AG
20418,PROACT IT GROUP AB SK 1,PIU.F,PIU.F,F,DEUTSCHE BOERSE AG
20419,NEW WAVE GROUP AB B SK 3,NWG.F,NWG.F,F,DEUTSCHE BOERSE AG
20420,BIOTAGE AB SK 1,PQX1.F,PQX1.F,F,DEUTSCHE BOERSE AG
20421,FASTIG.AB BALDER B SK 1,28F.F,28F.F,F,DEUTSCHE BOERSE AG
20422,BIOGAIA AB B SK 1,BGL.F,BGL.F,F,DEUTSCHE BOERSE AG
20423,"ADDNODE GROUP AB SK 12,-",AR7B.F,AR7B.F,F,DEUTSCHE BOERSE AG
20424,"SWECO AB B SK 1,-",7W7.F,7W7.F,F,DEUTSCHE BOERSE AG
20425,"TAGMASTER AB SK -,10",2I4.F,2I4.F,F,DEUTSCHE BOERSE AG
20426,OBDUCAT AB B SK 8,OBD.F,OBD.F,F,DEUTSCHE BOERSE AG
20427,"SENSYS GATSO GR.AB SK-,10",S5E.F,S5E.F,F,DEUTSCHE BOERSE AG
20428,"CLAS OHLSON B SK1,25",OHCB.F,OHCB.F,F,DEUTSCHE BOERSE AG
20429,DUNI AB,2DU.F,2DU.F,F,DEUTSCHE BOERSE AG
20430,"BREDBAND2 I SKAND.SK0,025",2DZ.F,2DZ.F,F,DEUTSCHE BOERSE AG
20431,"ICA GRUPPEN AB SK 2,50",H9I.F,H9I.F,F,DEUTSCHE BOERSE AG
20432,SANDVIK AB,SVKB.F,SVKB.F,F,DEUTSCHE BOERSE AG
20433,"TELIA COMPANY AB SK 3,20",TLS.F,TLS.F,F,DEUTSCHE BOERSE AG
20434,"CELLAVISION AB SK -,15",C26.F,C26.F,F,DEUTSCHE BOERSE AG
20435,"ALFA LAVAL AB SK 2,5",AA9.F,AA9.F,F,DEUTSCHE BOERSE AG
20436,"OASMIA PHARMACEUT. SK-,10",OMAX.F,OMAX.F,F,DEUTSCHE BOERSE AG
20437,"OREXO AB SK-,40",C5G.F,C5G.F,F,DEUTSCHE BOERSE AG
20438,ALLIGATOR BIOSC. AB O.N.,7AL.F,7AL.F,F,DEUTSCHE BOERSE AG
20439,AQ GROUP AB SK 2,7AQ.F,7AQ.F,F,DEUTSCHE BOERSE AG
20440,"BIOINVENT INTERN. SK -,50",BIX.F,BIX.F,F,DEUTSCHE BOERSE AG
20441,JM AB,JMM.F,JMM.F,F,DEUTSCHE BOERSE AG
20442,"LUNDIN ENERGY SK-,01",LYV.F,LYV.F,F,DEUTSCHE BOERSE AG
20443,"BILLERUDKORSNAES SK 12,50",BNF.F,BNF.F,F,DEUTSCHE BOERSE AG
20444,SWEDISH ORPHAN BIOVIT.SK1,B6E.F,B6E.F,F,DEUTSCHE BOERSE AG
20445,"INTRUM AB SK-,02",IJU.F,IJU.F,F,DEUTSCHE BOERSE AG
20446,"NOBIA AB SK 0,333",NI8.F,NI8.F,F,DEUTSCHE BOERSE AG
20447,SOTKAMO SILVER AB NAM.,VSO.F,VSO.F,F,DEUTSCHE BOERSE AG
20448,FM MATTSSON CLB SK100,1FS.F,1FS.F,F,DEUTSCHE BOERSE AG
20449,ACTIVE BIOTECH SK 10,BTPC.F,BTPC.F,F,DEUTSCHE BOERSE AG
20450,MILLICOM INTL CELL. SDRS,M4M.F,M4M.F,F,DEUTSCHE BOERSE AG
20451,INVISIO COMMUNIC. AB SK 1,ICQ.F,ICQ.F,F,DEUTSCHE BOERSE AG
20452,"IMPACT COAT. AB SK-,125",1IC.F,1IC.F,F,DEUTSCHE BOERSE AG
20453,CORTUS ENERGY AB SK 1,OCE.F,OCE.F,F,DEUTSCHE BOERSE AG
20454,MISEN ENERGY AB SK 2,SI8.F,SI8.F,F,DEUTSCHE BOERSE AG
20455,INDUTRADE AB SK 1,I1M.F,I1M.F,F,DEUTSCHE BOERSE AG
20456,DIOS FASTIGHETER AB,D1F.F,D1F.F,F,DEUTSCHE BOERSE AG
20457,HUSQVARNA NAM. A SK 100,HRZA.F,HRZA.F,F,DEUTSCHE BOERSE AG
20458,HUSQVARNA NAM. B SK 100,HRZ.F,HRZ.F,F,DEUTSCHE BOERSE AG
20459,ENLABS AB,8NL.F,8NL.F,F,DEUTSCHE BOERSE AG
20460,OPUS GROUP AB,OP8.F,OP8.F,F,DEUTSCHE BOERSE AG
20461,PRECISE BIOMETR. A,PBCB.F,PBCB.F,F,DEUTSCHE BOERSE AG
20462,G5 ENTERTAINMENT AK,U3I.F,U3I.F,F,DEUTSCHE BOERSE AG
20463,LINDAB INTERNATIONAL AB,L5E.F,L5E.F,F,DEUTSCHE BOERSE AG
20464,NET GAMING EUROPE AB,7NG.F,7NG.F,F,DEUTSCHE BOERSE AG
20465,COPPERSTONE RES. SK 2,5KP.F,5KP.F,F,DEUTSCHE BOERSE AG
20466,ENERGYO SOL.RUSSIA.AB,V38.F,V38.F,F,DEUTSCHE BOERSE AG
20467,ODD MOLLY INTL AB,1OL.F,1OL.F,F,DEUTSCHE BOERSE AG
20468,ARISE,A4W.F,A4W.F,F,DEUTSCHE BOERSE AG
20469,MEKONOMEN AB O.N.,1OM.F,1OM.F,F,DEUTSCHE BOERSE AG
20470,SYSTEMAIR AB,52S.F,52S.F,F,DEUTSCHE BOERSE AG
20471,HANSA BIOPHARMA AB SK 1,24H.F,24H.F,F,DEUTSCHE BOERSE AG
20472,KAROLINSKA DEVELOP.AB,2I9.F,2I9.F,F,DEUTSCHE BOERSE AG
20473,KOPY GOLDFIELDS AB,0KR.F,0KR.F,F,DEUTSCHE BOERSE AG
20474,HEXATRONIC GROUP AB AK,02H.F,02H.F,F,DEUTSCHE BOERSE AG
20475,"GENOVIS AB SE-,40",5GV.F,5GV.F,F,DEUTSCHE BOERSE AG
20476,NEUROVIVE PHARM. AK,NTP.F,NTP.F,F,DEUTSCHE BOERSE AG
20477,GHP SPECIALTY CARE AB SK1,2BQ.F,2BQ.F,F,DEUTSCHE BOERSE AG
20478,TOBII AB,24T.F,24T.F,F,DEUTSCHE BOERSE AG
20479,CLOETTA B,0CL.F,0CL.F,F,DEUTSCHE BOERSE AG
20480,LOOMIS AB SERIES B,K90.F,K90.F,F,DEUTSCHE BOERSE AG
20481,CLINICAL LASERTHERM.SYS B,LS6.F,LS6.F,F,DEUTSCHE BOERSE AG
20482,BYGGMAX GROUP,BYY.F,BYY.F,F,DEUTSCHE BOERSE AG
20483,"SAS AB SK 20,10",SSV2.F,SSV2.F,F,DEUTSCHE BOERSE AG
20484,EPISURF MEDICAL AB B,16E.F,16E.F,F,DEUTSCHE BOERSE AG
20485,KANCERA AB,3EE.F,3EE.F,F,DEUTSCHE BOERSE AG
20486,QLIRO GROUP AB,CD2.F,CD2.F,F,DEUTSCHE BOERSE AG
20487,PLEDPHARMA AB,P0F.F,P0F.F,F,DEUTSCHE BOERSE AG
20488,BULTEN AB,3FB.F,3FB.F,F,DEUTSCHE BOERSE AG
20489,AROCELL AB,80R.F,80R.F,F,DEUTSCHE BOERSE AG
20490,SIVERS IMA HLDG,2DG.F,2DG.F,F,DEUTSCHE BOERSE AG
20491,CONCENTRIC AB,2DN.F,2DN.F,F,DEUTSCHE BOERSE AG
20492,BRIGHTER AB (PUBL),2HJ.F,2HJ.F,F,DEUTSCHE BOERSE AG
20493,CROWN ENERGY AB,CWE.F,CWE.F,F,DEUTSCHE BOERSE AG
20494,CELL IMPACT AB B,ICL.F,ICL.F,F,DEUTSCHE BOERSE AG
20495,IMMUNICUM AB,1YG.F,1YG.F,F,DEUTSCHE BOERSE AG
20496,AMASTEN FASTIGHETS AB SK4,4M2B.F,4M2B.F,F,DEUTSCHE BOERSE AG
20497,OSCAR PROPERT.HLDG (PUBL),7O4.F,7O4.F,F,DEUTSCHE BOERSE AG
20498,KENTIMA HOLDING AB B,3K8.F,3K8.F,F,DEUTSCHE BOERSE AG
20499,NEXAM CHEMICAL HOLDING AB,NC4.F,NC4.F,F,DEUTSCHE BOERSE AG
20500,DIAMYD MEDICAL B,DMN.F,DMN.F,F,DEUTSCHE BOERSE AG
20501,"TELE2 AB B SK -,625",NCYD.F,NCYD.F,F,DEUTSCHE BOERSE AG
20502,AXICHEM AB A,A6X.F,A6X.F,F,DEUTSCHE BOERSE AG
20503,SALTX TECHNOLOGY HLDG B,7X9.F,7X9.F,F,DEUTSCHE BOERSE AG
20504,SERSTECH AB,284.F,284.F,F,DEUTSCHE BOERSE AG
20505,IRISITY AB,69M.F,69M.F,F,DEUTSCHE BOERSE AG
20506,SOLTECH ENERGY SWEDEN AB,7ST.F,7ST.F,F,DEUTSCHE BOERSE AG
20507,MYFC HOLDING AB AK,P0H.F,P0H.F,F,DEUTSCHE BOERSE AG
20508,GUIDELINE GEO AB SK 1,GO91.F,GO91.F,F,DEUTSCHE BOERSE AG
20509,"ADDTECH AB B SK-,75",AZZ1.F,AZZ1.F,F,DEUTSCHE BOERSE AG
20510,DOXA AB (PUBL),1DO.F,1DO.F,F,DEUTSCHE BOERSE AG
20511,BUFAB AB O.N.,29B.F,29B.F,F,DEUTSCHE BOERSE AG
20512,RECIPHARM AB B,12R.F,12R.F,F,DEUTSCHE BOERSE AG
20513,SCANDIDOS AB (PUBL),2FV.F,2FV.F,F,DEUTSCHE BOERSE AG
20514,SANIONA AB (PUBL),30S.F,30S.F,F,DEUTSCHE BOERSE AG
20515,IAR SYSTEMS GROUP AB SK10,NC91.F,NC91.F,F,DEUTSCHE BOERSE AG
20516,OEM INTERNATIONAL B,OEA.F,OEA.F,F,DEUTSCHE BOERSE AG
20517,SCANDIN.ENVIRO SYSTEMS AB,1HR.F,1HR.F,F,DEUTSCHE BOERSE AG
20518,HELIOSPECTRA AB (PUBL),H00.F,H00.F,F,DEUTSCHE BOERSE AG
20519,MAVSHACK AB,2MV1.F,2MV1.F,F,DEUTSCHE BOERSE AG
20520,"STARBREEZE AB B SK-,20",2ST.F,2ST.F,F,DEUTSCHE BOERSE AG
20521,SCANDI STANDARD AB (PUBL),0SL.F,0SL.F,F,DEUTSCHE BOERSE AG
20522,AF POEYRY AB B FRIA,B3Y1.F,B3Y1.F,F,DEUTSCHE BOERSE AG
20523,STRATEVIC FINANCE GR. AB,SVAB.F,SVAB.F,F,DEUTSCHE BOERSE AG
20524,INWIDO AB (PUBL) SK 4,5IW.F,5IW.F,F,DEUTSCHE BOERSE AG
20525,GRANGES AB (PUBL),9GR.F,9GR.F,F,DEUTSCHE BOERSE AG
20526,MP3 FASTIGHETER AB (PUBL),N33.F,N33.F,F,DEUTSCHE BOERSE AG
20527,LIFCO AB B,1L3.F,1L3.F,F,DEUTSCHE BOERSE AG
